"Intercept","IMD","Asian","Black","Other","retailers___other","takeaway_sandwich_shop","pub_bar_nightclub","supermarkets_hypermarkets","hotel_bed_and_breakfast_guest_house","other_catering_premises","log_pop_density","alpha","MSOA21CD"
1.40562651121012,0.0583973732328242,0.00626253488939556,0.00906839117687829,0.0240079578476274,0.00735825305901159,0.00794617626293624,0.0156539856713316,0.0295989433044774,0.0207565557285375,0.0112081866721064,0.147396607293597,0.0655767385477189,"E02000001"
1.18594568773301,0.0489115569971549,0.00432927122113152,0.0117434231969734,0.0365190250544748,0.00515247392567059,0.00575354854831964,0.0143252891089358,0.0167237931278782,0.0308472018811265,0.0119468988217643,0.122917157968944,0.000236410029398458,"E02000002"
1.15243564119796,0.0476817579640375,0.00441072614896327,0.0114254080886859,0.0373839042858544,0.00509003075379308,0.00569965942794844,0.0138697358984878,0.0163132567287351,0.0294359712096202,0.0115391337099746,0.118966037764165,0.000223093614885175,"E02000003"
1.19682625289916,0.0487943646134942,0.00484289412631632,0.0115836655903862,0.0412650556912784,0.00566375228763536,0.00605866790569006,0.0145503145182126,0.0163431389170252,0.0299073909311746,0.0121435609663067,0.122835653616419,0.000573936300408705,"E02000004"
1.15123044342788,0.0473844039134196,0.00460468673375583,0.011413381043881,0.038885178105464,0.00519317534405943,0.00575444527586514,0.0136707566137157,0.0161772864032524,0.0286727185375621,0.0115520039744972,0.118441204046158,0.000208147131374397,"E02000005"
1.17038893445004,0.0478997696698166,0.00473093274880115,0.0114922322622155,0.0400724387834559,0.00541055653291374,0.00589204006714214,0.0139869368667212,0.0162267124829308,0.0291460816206708,0.0118538365140336,0.120235994946494,0.000264469268934685,"E02000007"
1.13545162108106,0.0467679715887301,0.00461614543759759,0.0113370667044529,0.0387301254495533,0.00509813818722639,0.00567262251438228,0.0134898891671225,0.0160644063737504,0.0276245350439406,0.0112442459853968,0.116719467846215,0.000220104733941473,"E02000008"
1.12475816540814,0.0470607573129617,0.00455675216648029,0.0113545451152554,0.0382569084476514,0.00493374950477101,0.00557198091232239,0.0134471179520446,0.0161714287929698,0.0269635474566373,0.0108615345745829,0.115626592803716,0.00018146267972276,"E02000009"
1.15396227064706,0.0470484751446887,0.00473545481906196,0.0113983694780888,0.0398282956398237,0.00530708408401356,0.00579780035400521,0.0138645925739401,0.0160922503513431,0.0279065803808845,0.0115615510519335,0.118484799137489,0.000385740178436977,"E02000010"
1.19950566495064,0.0489060878886657,0.00492162915382381,0.0117266135072153,0.0423802251252879,0.00569053554528974,0.006179413397009,0.0145849138408109,0.0163937106674335,0.029306633934849,0.0121390010851463,0.122836824935566,0.0556136732633028,"E02000011"
