MSOA21CD,Intercept,IMD,Asian,Black,Other,retailers___other,takeaway_sandwich_shop,pub_bar_nightclub,supermarkets_hypermarkets,hotel_bed_and_breakfast_guest_house,other_catering_premises,log_pop_density,local_R2,y_pred
E02000082,0.9058128752486949,-0.04092555994646317,0.30794700044224554,0.07913351496684584,-0.49445281786755996,0.10225182881051709,0.043497075366054766,0.008194448068004907,-0.08473655159882021,0.22995722307143945,-0.021616138432724866,-0.449130332347296,0.3716652290697926,2.349400192525172
E02000083,1.4099252010961951,0.2303263617916606,0.3330960926434127,0.13418121261985716,-0.6105729344258501,0.05312023393353913,0.038138196490601496,-0.03027370091632735,-0.12446596475521998,0.0929633949486202,-0.002345237562442891,-0.5173104628525846,0.2986891095761755,2.61390367567438
E02000084,2.8820666941111894,0.10115642472314632,0.35359177974986816,0.10743199937680784,-0.5773642169359812,0.07736800385295786,0.05425634823707429,-0.0007104814436858578,-0.1099496806658837,0.16527517508701794,0.004781661631178,-0.7768570915132644,0.32468997954318246,2.424129071743127
E02000085,1.9647829965980952,0.02666061980177821,0.3230807849287537,0.09283352155856864,-0.506440086637445,0.07041359224421019,0.06155651816462859,0.004864736767307521,-0.09776276934829181,0.18280731043588944,0.005712483527824379,-0.5901596493780832,0.30039122527101114,1.8404163344203273
E02000086,0.5577863022642302,-0.02289775366038549,0.2845158219911197,0.07857732286680616,-0.4303410219445028,0.057808795661617667,0.06500622222662737,0.0027632743645743113,-0.08692565873013891,0.18111814992113512,0.008859875238075833,-0.3188404160131242,0.2715547413831919,2.6732945039508125
E02000087,1.732475274988243,0.1076319118055044,0.3376455806186429,0.11060659512011414,-0.5442574581175497,0.0543056171262998,0.06757405795832395,-0.005329462769158352,-0.11443544763382227,0.12994192684695544,0.024287559359740012,-0.5950543687025265,0.27373722341370804,2.9593270090605994
E02000088,1.1251469290072524,0.03122657646361568,0.3085000307521831,0.09266501099711658,-0.46839108560055037,0.05221022462015101,0.07193949888722949,0.0035596841918160635,-0.10010356201751767,0.1548491451714758,0.02479483458411106,-0.4572390107774315,0.26369706155635864,1.7277583791279492
E02000089,-1.309175612235245,-0.07170691318221481,0.24361363068442735,0.057605972355824916,-0.3324855515831243,0.03662467290284235,0.06843452591346781,-0.00530688403011784,-0.08294488111807582,0.14328003745327994,0.014799254124110053,0.04868031192492375,0.24430018850351504,0.7610303033625967
E02000090,-1.2314093965126665,-0.048188788982231195,0.24679123109968626,0.061848026576753645,-0.3361531090308634,0.03016595356075019,0.07434342670507425,-0.0023354447568273116,-0.08571485395174702,0.12196311085830801,0.029732615521900103,0.01589269275757603,0.22987787446852095,1.0117899703694146
E02000091,-1.2179054021059668,-0.0220449199843262,0.24787030434846757,0.06930850476270814,-0.34184634600786534,0.0312058132807558,0.0785681772134284,0.0024958114928828705,-0.08478594336758762,0.11666582936142461,0.0416378794485648,-0.03753708055683051,0.22572454629495825,2.468380626503515
E02000092,-0.8168412069946316,0.022608031358217248,0.26426710591047675,0.08530980861393317,-0.379656735313877,0.03670831661298779,0.08066575564782927,0.004914265952820695,-0.09092651055076634,0.12119453698971393,0.0480943917759801,-0.17116776372135645,0.22871785419051044,1.0281051991072072
E02000093,-36.43091253300045,-0.06019660548350056,0.07427390059667299,0.038974607084709706,0.5307264418732858,0.04922937053029643,-0.09419434352775716,0.08983394409625697,-0.03257796819640858,0.0991897121536088,0.02686082479639544,4.01431105968953,0.31907658384613186,6.806770461787224
E02000094,-32.36964512810073,-0.16896762888087102,0.08065779667051526,0.03489159866171672,0.49897196110859565,0.05485540380818495,-0.11252544549133035,0.07565891162356882,-0.03847906144198526,0.1274986369055169,0.02129438087790849,3.651333019921106,0.3278139269967247,4.202754007129439
E02000095,-37.43690884728661,-0.08321678932248296,0.07537713905181256,0.001998530792092987,0.5122471963030681,0.04089015673706908,-0.08632925116028982,0.14607619982697906,-0.04089183025181739,0.09513609878285414,0.028208948242995212,4.198524110170336,0.3340420158385445,6.9513650065362
