BusinessTypeID,FHRSID,BusinessType,Hygiene,Latitude,LocalAuthorityBusinessID,LocalAuthorityCode,LocalAuthorityName,Longitude,RatingValue
1,1689802,Restaurant/Cafe/Canteen,10.0,51.572008,80961,501,Barking and Dagenham,0.1411341,4
1,1655770,Restaurant/Cafe/Canteen,10.0,51.57219696,80603,501,Barking and Dagenham,0.143009007,2
1,1714830,Restaurant/Cafe/Canteen,5.0,51.554493,81398,501,Barking and Dagenham,0.142421,5
1,1581394,Restaurant/Cafe/Canteen,5.0,51.5318386,79411,501,Barking and Dagenham,0.1469348,4
4613,115956,Retailers - other,5.0,51.558435,45140,501,Barking and Dagenham,0.129392,5
1,1294578,Restaurant/Cafe/Canteen,10.0,51.5721207,76698,501,Barking and Dagenham,0.1423516,4
4613,1760280,Retailers - other,10.0,51.540076,82181,501,Barking and Dagenham,0.156728,3
1,1030088,Restaurant/Cafe/Canteen,5.0,51.53498459,70106,501,Barking and Dagenham,0.110776998,4
4613,1413686,Retailers - other,5.0,51.5347185,77594,501,Barking and Dagenham,0.1106463,5
7844,122900,Takeaway/sandwich shop,5.0,51.55093,5136,501,Barking and Dagenham,0.128666,5
4613,1829073,Retailers - other,5.0,51.5354242,82992,501,Barking and Dagenham,0.0730526,4
4613,128473,Retailers - other,10.0,51.541715,58458,501,Barking and Dagenham,0.084452,3
4613,1130799,Retailers - other,15.0,51.534083,74349,501,Barking and Dagenham,0.085834,2
4613,1243151,Retailers - other,10.0,51.56129837,74864,501,Barking and Dagenham,0.147397995,3
1,115428,Restaurant/Cafe/Canteen,0.0,51.570095,44626,501,Barking and Dagenham,0.1306,4
4613,1040738,Retailers - other,10.0,51.5201804,71064,501,Barking and Dagenham,0.0995658,1
1,1502259,Restaurant/Cafe/Canteen,5.0,51.567947,78486,501,Barking and Dagenham,0.1425003,4
4613,913331,Retailers - other,5.0,51.56384,69250,501,Barking and Dagenham,0.146641,5
4613,714701,Retailers - other,5.0,51.535789,64494,501,Barking and Dagenham,0.094059,5
7844,1629605,Takeaway/sandwich shop,5.0,51.5428773,80215,501,Barking and Dagenham,0.1701691,5
4613,1210199,Retailers - other,5.0,51.551418,75202,501,Barking and Dagenham,0.110629,5
4613,1844399,Retailers - other,10.0,51.5431561,83171,501,Barking and Dagenham,0.1481738,3
4613,504627,Retailers - other,5.0,51.571543,58688,501,Barking and Dagenham,0.133554,5
4613,1269283,Retailers - other,10.0,51.541528,76052,501,Barking and Dagenham,0.1481982,3
4613,1181226,Retailers - other,10.0,51.545834,74985,501,Barking and Dagenham,0.094549,1
4613,1278673,Retailers - other,0.0,51.5311682,76345,501,Barking and Dagenham,0.1220024,5
7840,111961,Retailers - supermarkets/hypermarkets,0.0,51.530616,41254,501,Barking and Dagenham,0.145424,5
7844,1485738,Takeaway/sandwich shop,5.0,51.554493,78371,501,Barking and Dagenham,0.142421,5
7844,1844389,Takeaway/sandwich shop,5.0,51.5272781,83155,501,Barking and Dagenham,0.1628274,5
7844,1624265,Takeaway/sandwich shop,5.0,51.5458135,80062,501,Barking and Dagenham,0.1650587,5
7844,127963,Takeaway/sandwich shop,10.0,51.539889,57633,501,Barking and Dagenham,0.158103,3
1,1700560,Restaurant/Cafe/Canteen,5.0,51.5239554,81154,501,Barking and Dagenham,0.0985438,5
4613,1670550,Retailers - other,5.0,51.571934,80791,501,Barking and Dagenham,0.141192,5
4613,1431494,Retailers - other,10.0,51.5622588,78097,501,Barking and Dagenham,0.123348,3
4613,1035843,Retailers - other,10.0,51.545329,71647,501,Barking and Dagenham,0.093127,3
4613,1068964,Retailers - other,0.0,51.537998,72201,501,Barking and Dagenham,0.078572,4
1,1785239,Restaurant/Cafe/Canteen,0.0,51.5409964,82487,501,Barking and Dagenham,0.08394,4
7841,1719096,Other catering premises,10.0,51.5580331,81388,501,Barking and Dagenham,0.1203092,3
7844,1746918,Takeaway/sandwich shop,5.0,51.564016,81898,501,Barking and Dagenham,0.176142,5
4613,415635,Retailers - other,5.0,51.529929,5426,501,Barking and Dagenham,0.153941,5
1,1769334,Restaurant/Cafe/Canteen,0.0,51.5453542,82302,501,Barking and Dagenham,0.0937445,4
7844,1068972,Takeaway/sandwich shop,0.0,51.5419706,72541,501,Barking and Dagenham,0.1475988,4
7844,105018,Takeaway/sandwich shop,5.0,51.539793,3598,501,Barking and Dagenham,0.127901,5
7841,1490191,Other catering premises,0.0,51.548806,78430,501,Barking and Dagenham,0.1558971,5
4613,553093,Retailers - other,5.0,51.575642,62781,501,Barking and Dagenham,0.140039,5
1,1742862,Restaurant/Cafe/Canteen,0.0,51.5436294,81852,501,Barking and Dagenham,0.0779597,5
1,1366980,Restaurant/Cafe/Canteen,0.0,51.537905,77205,501,Barking and Dagenham,0.081221,5
1,843220,Restaurant/Cafe/Canteen,15.0,51.541353,11996,501,Barking and Dagenham,0.084551,2
7844,1789188,Takeaway/sandwich shop,5.0,51.5622898,82494,501,Barking and Dagenham,0.121724,5
4613,1670537,Retailers - other,10.0,51.551427,80755,501,Barking and Dagenham,0.130016,2
7844,1098485,Takeaway/sandwich shop,5.0,51.534985,73521,501,Barking and Dagenham,0.110777,2
7844,1048218,Takeaway/sandwich shop,5.0,51.571184,72304,501,Barking and Dagenham,0.133509,4
7844,113050,Takeaway/sandwich shop,10.0,51.534083,42153,501,Barking and Dagenham,0.085834,4
4613,1864212,Retailers - other,5.0,51.5638679,83533,501,Barking and Dagenham,0.1466388,4
7840,628396,Retailers - supermarkets/hypermarkets,5.0,51.566505,62955,501,Barking and Dagenham,0.144977,5
4613,847353,Retailers - other,0.0,51.537635,66434,501,Barking and Dagenham,0.07769,5
7840,125172,Retailers - supermarkets/hypermarkets,5.0,51.5305766,5369,501,Barking and Dagenham,0.145621,5
7840,1689804,Retailers - supermarkets/hypermarkets,5.0,51.55835,81014,501,Barking and Dagenham,0.128726,5
7840,1765888,Retailers - supermarkets/hypermarkets,5.0,51.5403577,82266,501,Barking and Dagenham,0.1477681,5
1,1746919,Restaurant/Cafe/Canteen,5.0,51.562039,81899,501,Barking and Dagenham,0.123053,5
4613,1294566,Retailers - other,0.0,51.571934,76556,501,Barking and Dagenham,0.141192,4
7844,877083,Takeaway/sandwich shop,10.0,51.528837,69311,501,Barking and Dagenham,0.104121,1
4613,1707162,Retailers - other,5.0,51.56384,81271,501,Barking and Dagenham,0.146641,5
1,1597291,Restaurant/Cafe/Canteen,5.0,51.562992,79800,501,Barking and Dagenham,0.120558,4
4613,117282,Retailers - other,5.0,51.554369,4650,501,Barking and Dagenham,0.12649,5
4613,1112459,Retailers - other,5.0,51.5305766,73554,501,Barking and Dagenham,0.145621,5
4613,1544294,Retailers - other,5.0,51.531108,79110,501,Barking and Dagenham,0.146989,5
4613,128717,Retailers - other,5.0,51.529051,58937,501,Barking and Dagenham,0.09819,1
7844,1360604,Takeaway/sandwich shop,10.0,51.5515725,77120,501,Barking and Dagenham,0.1531428,3
4613,930362,Retailers - other,0.0,51.53849,67933,501,Barking and Dagenham,0.082214,4
4613,553083,Retailers - other,5.0,51.566505,62690,501,Barking and Dagenham,0.144977,5
4613,1090482,Retailers - other,15.0,51.532068,73164,501,Barking and Dagenham,0.146155,0
4613,1474250,Retailers - other,5.0,51.5527129,78334,501,Barking and Dagenham,0.1350064,5
1,108791,Restaurant/Cafe/Canteen,10.0,51.532253,39013,501,Barking and Dagenham,0.146885,3
4613,1291305,Retailers - other,10.0,51.536781,76581,501,Barking and Dagenham,0.077709,1
7844,1652020,Takeaway/sandwich shop,0.0,51.5301681,80512,501,Barking and Dagenham,0.1453945,5
7840,1398899,Retailers - supermarkets/hypermarkets,10.0,51.5254231,77623,501,Barking and Dagenham,0.1024605,1
1,958790,Restaurant/Cafe/Canteen,10.0,51.536781,70712,501,Barking and Dagenham,0.077709,4
1,1760281,Restaurant/Cafe/Canteen,5.0,51.528837,82184,501,Barking and Dagenham,0.104121,4
7844,1737546,Takeaway/sandwich shop,10.0,51.541354,81751,501,Barking and Dagenham,0.084551,3
1,415658,Restaurant/Cafe/Canteen,0.0,51.538881,57190,501,Barking and Dagenham,0.098657,5
4613,1675091,Retailers - other,0.0,51.5413445,80838,501,Barking and Dagenham,0.0845904,4
4613,128833,Retailers - other,10.0,51.535838,59109,501,Barking and Dagenham,0.082208,3
4613,1407643,Retailers - other,10.0,51.538158,77692,501,Barking and Dagenham,0.0802053,2
4613,958783,Retailers - other,10.0,51.53678,70141,501,Barking and Dagenham,0.077709,3
7843,915495,Pub/bar/nightclub,5.0,51.545377,57580,501,Barking and Dagenham,0.11296,3
4613,1212580,Retailers - other,10.0,51.538167,75306,501,Barking and Dagenham,0.080166,3
7843,1687067,Pub/bar/nightclub,0.0,51.542225,80968,501,Barking and Dagenham,0.085096,1
7841,553033,Other catering premises,5.0,51.537998,3797,501,Barking and Dagenham,0.078572,4
7843,415538,Pub/bar/nightclub,5.0,51.53492,3612,501,Barking and Dagenham,0.127357,1
4613,415521,Retailers - other,0.0,51.531231,1488,501,Barking and Dagenham,0.125469,4
1,696215,Restaurant/Cafe/Canteen,5.0,51.545378,63550,501,Barking and Dagenham,0.11296,5
4613,1281766,Retailers - other,5.0,51.536569,76496,501,Barking and Dagenham,0.081059,4
4613,1281753,Retailers - other,10.0,51.536254,75172,501,Barking and Dagenham,0.077483,3
7843,465919,Pub/bar/nightclub,5.0,51.53303,39157,501,Barking and Dagenham,0.098489,5
1,580261,Restaurant/Cafe/Canteen,0.0,51.539923,62890,501,Barking and Dagenham,0.078544,5
7844,108813,Takeaway/sandwich shop,10.0,51.551406,3904,501,Barking and Dagenham,0.115259,4
4613,1844385,Retailers - other,5.0,51.5381098,83150,501,Barking and Dagenham,0.1670348,5
7844,1884912,Takeaway/sandwich shop,10.0,51.542712,83757,501,Barking and Dagenham,0.165924,3
7844,116496,Takeaway/sandwich shop,5.0,51.542712,45677,501,Barking and Dagenham,0.165924,5
4613,1742867,Retailers - other,5.0,51.5613529,81867,501,Barking and Dagenham,0.1474582,5
7844,1847541,Takeaway/sandwich shop,10.0,51.561456,83268,501,Barking and Dagenham,0.140757,3
4613,1362861,Retailers - other,0.0,51.5623149,77183,501,Barking and Dagenham,0.1474747,4
1,1048201,Restaurant/Cafe/Canteen,5.0,51.560895,71111,501,Barking and Dagenham,0.14884,5
1,1073055,Restaurant/Cafe/Canteen,0.0,51.5353937,72542,501,Barking and Dagenham,0.0945565,4
1,1084614,Restaurant/Cafe/Canteen,5.0,51.53536224,73310,501,Barking and Dagenham,0.094299003,4
4613,127604,Retailers - other,5.0,51.554327,57059,501,Barking and Dagenham,0.125839,5
4613,1636014,Retailers - other,5.0,51.552964,80252,501,Barking and Dagenham,0.124607,4
4613,1583329,Retailers - other,10.0,51.541841,79529,501,Barking and Dagenham,0.112595,3
4613,1844377,Retailers - other,10.0,51.537933,83142,501,Barking and Dagenham,0.0792,1
7844,993634,Takeaway/sandwich shop,5.0,51.559616,71110,501,Barking and Dagenham,0.147467,5
1,1380257,Restaurant/Cafe/Canteen,10.0,51.56653,77365,501,Barking and Dagenham,0.136754,3
7844,1647178,Takeaway/sandwich shop,10.0,51.5629063,80438,501,Barking and Dagenham,0.1193671,3
7844,1030100,Takeaway/sandwich shop,5.0,51.541222,71191,501,Barking and Dagenham,0.147668,5
4613,1888487,Retailers - other,15.0,51.5376673,83799,501,Barking and Dagenham,0.0794763,1
4613,1705715,Retailers - other,5.0,51.5515455,81259,501,Barking and Dagenham,0.1551033,5
4613,1387476,Retailers - other,10.0,51.5512978,77549,501,Barking and Dagenham,0.1612367,3
7840,1604183,Retailers - supermarkets/hypermarkets,5.0,51.5341071,79856,501,Barking and Dagenham,0.1162062,4
4613,1181222,Retailers - other,5.0,51.5252182,74040,501,Barking and Dagenham,0.1138545,5
4613,1670535,Retailers - other,5.0,51.5372721,80753,501,Barking and Dagenham,0.0809724,1
4613,810631,Retailers - other,10.0,51.540427,67322,501,Barking and Dagenham,0.083067,3
4613,1255313,Retailers - other,5.0,51.5349426,75886,501,Barking and Dagenham,0.1512769,5
7844,1343075,Takeaway/sandwich shop,5.0,51.562447,77006,501,Barking and Dagenham,0.122884,5
4613,1897710,Retailers - other,10.0,51.5709103,83885,501,Barking and Dagenham,0.1322652,4
1,114818,Restaurant/Cafe/Canteen,5.0,51.551553,43988,501,Barking and Dagenham,0.129532,5
1,1783883,Restaurant/Cafe/Canteen,5.0,51.568143,82462,501,Barking and Dagenham,0.142947,4
7844,1873437,Takeaway/sandwich shop,5.0,51.5390294,83643,501,Barking and Dagenham,0.0782261,4
1,1656778,Restaurant/Cafe/Canteen,5.0,51.534612,80618,501,Barking and Dagenham,0.1105693,5
7841,1665160,Other catering premises,0.0,51.5361543,80734,501,Barking and Dagenham,0.0806186,4
1,1523415,Restaurant/Cafe/Canteen,0.0,51.5705255,78728,501,Barking and Dagenham,0.1306743,5
4613,1751344,Retailers - other,10.0,51.5427484,81970,501,Barking and Dagenham,0.1659517,3
4613,1751348,Retailers - other,5.0,51.5317664,81977,501,Barking and Dagenham,0.1469458,5
7844,1212575,Takeaway/sandwich shop,5.0,51.5398709,74582,501,Barking and Dagenham,0.1581285,4
7844,1197130,Takeaway/sandwich shop,10.0,51.545257,73163,501,Barking and Dagenham,0.16055,3
4613,553037,Retailers - other,5.0,51.552297,38538,501,Barking and Dagenham,0.115272,5
1,123372,Restaurant/Cafe/Canteen,0.0,51.571543,5183,501,Barking and Dagenham,0.133554,4
4613,553032,Retailers - other,0.0,51.537568,3530,501,Barking and Dagenham,0.079432,5
4613,553028,Retailers - other,0.0,51.539293,288,501,Barking and Dagenham,0.081616,4
4613,1761962,Retailers - other,5.0,51.5362571,82214,501,Barking and Dagenham,0.0819211,4
4613,66309,Retailers - other,5.0,51.550546,1492,501,Barking and Dagenham,0.161954,5
1,553061,Restaurant/Cafe/Canteen,0.0,51.530822,61391,501,Barking and Dagenham,0.149903,5
4613,1633746,Retailers - other,0.0,51.572191,80300,501,Barking and Dagenham,0.137957,5
4613,1269291,Retailers - other,10.0,51.5623449,76112,501,Barking and Dagenham,0.1230634,3
7841,553082,Other catering premises,5.0,51.549718,62689,501,Barking and Dagenham,0.156621,5
4613,415603,Retailers - other,10.0,51.536587,4664,501,Barking and Dagenham,0.150838,2
1,119681,Restaurant/Cafe/Canteen,5.0,51.552425,4882,501,Barking and Dagenham,0.164409,5
4613,1812185,Retailers - other,0.0,51.5543896,82843,501,Barking and Dagenham,0.1421968,5
1,1436584,Restaurant/Cafe/Canteen,15.0,51.524622,78152,501,Barking and Dagenham,0.104474,2
7844,950706,Takeaway/sandwich shop,0.0,51.570094,70560,501,Barking and Dagenham,0.1306,4
4613,628412,Retailers - other,5.0,51.541354,63272,501,Barking and Dagenham,0.084551,1
4613,1107144,Retailers - other,5.0,51.558599,73606,501,Barking and Dagenham,0.130712,5
4613,908742,Retailers - other,5.0,51.529588,67964,501,Barking and Dagenham,0.079126,5
1,1687069,Restaurant/Cafe/Canteen,10.0,51.5414007,80970,501,Barking and Dagenham,0.0839584,3
1,1739077,Restaurant/Cafe/Canteen,0.0,51.536597,81821,501,Barking and Dagenham,0.076908,5
4613,120489,Retailers - other,5.0,51.52796,49429,501,Barking and Dagenham,0.113379,4
1,1864214,Restaurant/Cafe/Canteen,10.0,51.5384093,83535,501,Barking and Dagenham,0.081658,3
1,902323,Restaurant/Cafe/Canteen,15.0,51.537905,69309,501,Barking and Dagenham,0.081221,2
4613,988186,Retailers - other,5.0,51.537998,70136,501,Barking and Dagenham,0.078572,5
4613,1772172,Retailers - other,5.0,51.5301681,82322,501,Barking and Dagenham,0.1453945,5
4613,415571,Retailers - other,5.0,51.532936,404,501,Barking and Dagenham,0.152281,4
4613,1824193,Retailers - other,5.0,51.539751,82935,501,Barking and Dagenham,0.160678,5
1,1068960,Restaurant/Cafe/Canteen,5.0,51.54902649,71711,501,Barking and Dagenham,0.159458995,5
1,854835,Restaurant/Cafe/Canteen,0.0,51.539426,68651,501,Barking and Dagenham,0.098811,5
7844,1525480,Takeaway/sandwich shop,5.0,51.5482676,78753,501,Barking and Dagenham,0.1599011,5
7844,1224467,Takeaway/sandwich shop,5.0,51.554327,75069,501,Barking and Dagenham,0.125839,5
1,1904913,Restaurant/Cafe/Canteen,15.0,51.550701,84003,501,Barking and Dagenham,0.113481,1
7844,1858895,Takeaway/sandwich shop,10.0,51.541354,83453,501,Barking and Dagenham,0.084551,3
7844,1864207,Takeaway/sandwich shop,5.0,51.571425,83522,501,Barking and Dagenham,0.135093,5
7844,1127627,Takeaway/sandwich shop,10.0,51.534807,74315,501,Barking and Dagenham,0.151302,3
7844,1726937,Takeaway/sandwich shop,0.0,51.571934,81540,501,Barking and Dagenham,0.141192,4
1,1274497,Restaurant/Cafe/Canteen,10.0,51.540058,76265,501,Barking and Dagenham,0.082574,3
1,1806357,Restaurant/Cafe/Canteen,10.0,51.551406,82712,501,Barking and Dagenham,0.115259,4
4613,1098484,Retailers - other,10.0,51.57106018,73181,501,Barking and Dagenham,0.130515993,3
7844,1098486,Takeaway/sandwich shop,0.0,51.535789,73639,501,Barking and Dagenham,0.094059,5
7844,129781,Takeaway/sandwich shop,10.0,51.529051,60715,501,Barking and Dagenham,0.09819,3
7844,1792285,Takeaway/sandwich shop,5.0,51.539087,82596,501,Barking and Dagenham,0.080525,3
4613,1675089,Retailers - other,5.0,51.540381,80827,501,Barking and Dagenham,0.1484614,5
4613,1526157,Retailers - other,5.0,51.540381,78754,501,Barking and Dagenham,0.1484614,5
4613,1413687,Retailers - other,5.0,51.551406,77693,501,Barking and Dagenham,0.115259,5
1,696212,Restaurant/Cafe/Canteen,0.0,51.562552,63473,501,Barking and Dagenham,0.15606,4
7840,1455241,Retailers - supermarkets/hypermarkets,0.0,51.52441,77627,501,Barking and Dagenham,0.1232454,5
7844,1597287,Takeaway/sandwich shop,5.0,51.5467422,79779,501,Barking and Dagenham,0.1649297,5
7844,1772176,Takeaway/sandwich shop,15.0,51.5387013,82329,501,Barking and Dagenham,0.0810087,2
4613,1372440,Retailers - other,10.0,51.5382576,77289,501,Barking and Dagenham,0.078065,3
4613,1255308,Retailers - other,0.0,51.53623199,75402,501,Barking and Dagenham,0.079788998,5
4613,1226262,Retailers - other,0.0,51.58541107,74484,501,Barking and Dagenham,0.135903001,5
4613,1245198,Retailers - other,0.0,51.52795029,75392,501,Barking and Dagenham,0.103863001,5
4613,1127622,Retailers - other,10.0,51.5591774,73112,501,Barking and Dagenham,0.154312998,4
4613,1212570,Retailers - other,5.0,51.5423317,72421,501,Barking and Dagenham,0.085139997,5
4613,628423,Retailers - other,5.0,51.534807,63307,501,Barking and Dagenham,0.151302,5
4613,1844421,Retailers - other,0.0,51.5366664,83213,501,Barking and Dagenham,0.0775994,1
7840,1789193,Retailers - supermarkets/hypermarkets,0.0,51.5242023,82506,501,Barking and Dagenham,0.1245754,5
7840,504624,Retailers - supermarkets/hypermarkets,5.0,51.58482,5668,501,Barking and Dagenham,0.135302,4
7840,91591,Retailers - supermarkets/hypermarkets,5.0,51.539792,254,501,Barking and Dagenham,0.127901,5
7840,110565,Retailers - supermarkets/hypermarkets,5.0,51.541359,4020,501,Barking and Dagenham,0.113899,5
7840,119318,Retailers - supermarkets/hypermarkets,5.0,51.564547,4852,501,Barking and Dagenham,0.175648,5
4613,446893,Retailers - other,5.0,51.540824,38894,501,Barking and Dagenham,0.16494,5
1,128195,Restaurant/Cafe/Canteen,0.0,51.536319,58024,501,Barking and Dagenham,0.070767,5
1,1210198,Restaurant/Cafe/Canteen,5.0,51.5474494,75199,501,Barking and Dagenham,0.1706176,5
1,1084609,Restaurant/Cafe/Canteen,0.0,51.5392397,73210,501,Barking and Dagenham,0.0815813,5
4613,1068974,Retailers - other,5.0,51.5567506,72851,501,Barking and Dagenham,0.1513711,5
4613,415700,Retailers - other,0.0,51.551553,5923,501,Barking and Dagenham,0.129532,5
7840,1681637,Retailers - supermarkets/hypermarkets,5.0,51.5288,80917,501,Barking and Dagenham,0.104667,4
4613,127972,Retailers - other,5.0,51.5709948,57649,501,Barking and Dagenham,0.1305807,5
1,1852983,Restaurant/Cafe/Canteen,5.0,51.541359,83317,501,Barking and Dagenham,0.113899,4
1,1700568,Restaurant/Cafe/Canteen,0.0,51.53623199,81176,501,Barking and Dagenham,0.079788998,4
1,1864206,Restaurant/Cafe/Canteen,10.0,51.552425,83521,501,Barking and Dagenham,0.164409,4
1,553072,Restaurant/Cafe/Canteen,0.0,51.536597,62510,501,Barking and Dagenham,0.076908,5
1,1726930,Restaurant/Cafe/Canteen,0.0,51.536597,81517,501,Barking and Dagenham,0.076908,5
1,1040740,Restaurant/Cafe/Canteen,10.0,51.562552,72184,501,Barking and Dagenham,0.15606,3
7844,1795288,Takeaway/sandwich shop,0.0,51.537905,82615,501,Barking and Dagenham,0.081221,5
1,1048196,Restaurant/Cafe/Canteen,10.0,51.5321718,70791,501,Barking and Dagenham,0.1459267,3
4613,1316707,Retailers - other,5.0,51.54135895,76791,501,Barking and Dagenham,0.113899,5
1,1697321,Restaurant/Cafe/Canteen,5.0,51.539793,81104,501,Barking and Dagenham,0.127901,4
4613,1815652,Retailers - other,5.0,51.5434312,82909,501,Barking and Dagenham,0.0774747,4
4613,130343,Retailers - other,0.0,51.536569,61490,501,Barking and Dagenham,0.081059,4
7844,1755645,Takeaway/sandwich shop,5.0,51.534807,82077,501,Barking and Dagenham,0.151302,5
4613,1351465,Retailers - other,0.0,51.5440492,77014,501,Barking and Dagenham,0.1455621,5
1,628386,Restaurant/Cafe/Canteen,0.0,51.523842,57349,501,Barking and Dagenham,0.095832,4
4613,1112463,Retailers - other,10.0,51.562039,73648,501,Barking and Dagenham,0.123053,3
4613,1079158,Retailers - other,5.0,51.5406011,73150,501,Barking and Dagenham,0.1477363,5
7843,127551,Pub/bar/nightclub,5.0,51.540071,5697,501,Barking and Dagenham,0.159424,5
4613,129020,Retailers - other,5.0,51.5429556,59383,501,Barking and Dagenham,0.1654423,5
4613,415642,Retailers - other,5.0,51.542965,5547,501,Barking and Dagenham,0.165359,5
1,126214,Restaurant/Cafe/Canteen,10.0,51.559517,5511,501,Barking and Dagenham,0.156767,3
4613,1689807,Retailers - other,5.0,51.5543346,81018,501,Barking and Dagenham,0.117959,5
4613,118491,Retailers - other,0.0,51.540076,4784,501,Barking and Dagenham,0.156728,5
4613,553073,Retailers - other,5.0,51.53652,62527,501,Barking and Dagenham,0.139717,5
7843,1665162,Pub/bar/nightclub,0.0,51.557485,80736,501,Barking and Dagenham,0.1597697,4
7843,415605,Pub/bar/nightclub,0.0,51.541003,4725,501,Barking and Dagenham,0.157666,5
4613,1084613,Retailers - other,5.0,51.532068,73308,501,Barking and Dagenham,0.146155,4
4613,1316695,Retailers - other,5.0,51.539793,76736,501,Barking and Dagenham,0.127901,5
1,696224,Restaurant/Cafe/Canteen,0.0,51.545834,63629,501,Barking and Dagenham,0.094549,5
4613,1536036,Retailers - other,0.0,51.534278,78858,501,Barking and Dagenham,0.112071,5
4613,1316677,Retailers - other,0.0,51.5351133,57198,501,Barking and Dagenham,0.1512849,5
7843,1030084,Pub/bar/nightclub,10.0,51.538948,63860,501,Barking and Dagenham,0.07873,4
1,1707163,Restaurant/Cafe/Canteen,5.0,51.53647995,81279,501,Barking and Dagenham,0.076917,5
4613,696186,Retailers - other,10.0,51.55159,62340,501,Barking and Dagenham,0.153637,4
1,1746920,Restaurant/Cafe/Canteen,5.0,51.5381499,81901,501,Barking and Dagenham,0.1163425,5
4613,415596,Retailers - other,5.0,51.545834,44655,501,Barking and Dagenham,0.094549,1
7844,1798360,Takeaway/sandwich shop,15.0,51.537722,82637,501,Barking and Dagenham,0.078877,1
1,1502269,Restaurant/Cafe/Canteen,0.0,51.5384093,78588,501,Barking and Dagenham,0.081658,5
1,1281763,Restaurant/Cafe/Canteen,0.0,51.53824997,76491,501,Barking and Dagenham,0.078077003,4
7844,1732277,Takeaway/sandwich shop,10.0,51.5627892,81709,501,Barking and Dagenham,0.1213672,1
7844,108632,Takeaway/sandwich shop,5.0,51.551418,3889,501,Barking and Dagenham,0.110629,5
7844,128461,Takeaway/sandwich shop,10.0,51.539293,58428,501,Barking and Dagenham,0.081616,4
7844,1016871,Takeaway/sandwich shop,5.0,51.550546,70860,501,Barking and Dagenham,0.161954,5
4613,465939,Retailers - other,5.0,51.539093,61984,501,Barking and Dagenham,0.129311,4
7844,1593144,Takeaway/sandwich shop,5.0,51.542476,79659,501,Barking and Dagenham,0.147453,5
7844,123195,Takeaway/sandwich shop,0.0,51.53971481,51652,501,Barking and Dagenham,0.082125999,5
7844,123614,Takeaway/sandwich shop,5.0,51.572191,5201,501,Barking and Dagenham,0.137957,5
1,1743503,Restaurant/Cafe/Canteen,5.0,51.531789,81884,501,Barking and Dagenham,0.14669,5
4613,1008173,Retailers - other,10.0,51.5629921,71243,501,Barking and Dagenham,0.120558001,3
4613,1670549,Retailers - other,0.0,51.541353,80790,501,Barking and Dagenham,0.084551,4
7844,1700564,Takeaway/sandwich shop,5.0,51.561015,81158,501,Barking and Dagenham,0.124477,4
1,1359676,Restaurant/Cafe/Canteen,5.0,51.5389735,77102,501,Barking and Dagenham,0.068158,5
1,465932,Restaurant/Cafe/Canteen,5.0,51.550546,5522,501,Barking and Dagenham,0.161954,5
1,1398903,Restaurant/Cafe/Canteen,10.0,51.55506134,77630,501,Barking and Dagenham,0.181728005,4
7843,1246953,Pub/bar/nightclub,5.0,51.55233383,75552,501,Barking and Dagenham,0.164488003,5
4613,415612,Retailers - other,10.0,51.552425,4881,501,Barking and Dagenham,0.164409,4
1,553026,Restaurant/Cafe/Canteen,0.0,51.534354,2280,501,Barking and Dagenham,0.099386,4
1,112077,Restaurant/Cafe/Canteen,10.0,51.535362,4136,501,Barking and Dagenham,0.094299,3
4613,1803959,Retailers - other,10.0,51.5677432,82718,501,Barking and Dagenham,0.1432783,3
1,1737548,Restaurant/Cafe/Canteen,5.0,51.5242341,81756,501,Barking and Dagenham,0.14681915,4
7844,1769340,Takeaway/sandwich shop,10.0,51.5518074,82309,501,Barking and Dagenham,0.131880999,3
1,1689814,Restaurant/Cafe/Canteen,5.0,51.546676,81033,501,Barking and Dagenham,0.165059,5
4613,1212581,Retailers - other,5.0,51.560213,75319,501,Barking and Dagenham,0.146297,5
7841,1245225,Other catering premises,5.0,51.5515738,75590,501,Barking and Dagenham,0.1525803,5
4613,1700567,Retailers - other,10.0,51.5515791,81167,501,Barking and Dagenham,0.1300921,3
4613,1663621,Retailers - other,10.0,51.5628464,80693,501,Barking and Dagenham,0.1196961,3
7844,118399,Takeaway/sandwich shop,5.0,51.53995,4773,501,Barking and Dagenham,0.153794,5
7844,129186,Takeaway/sandwich shop,10.0,51.5271968,59690,501,Barking and Dagenham,0.1138452,4
1,415770,Restaurant/Cafe/Canteen,5.0,51.546676,61967,501,Barking and Dagenham,0.165059,5
1,743300,Restaurant/Cafe/Canteen,5.0,51.5180913,65896,501,Barking and Dagenham,0.1438238,5
7841,1210190,Other catering premises,0.0,51.5263708,66752,501,Barking and Dagenham,0.10928,5
4613,1853009,Retailers - other,5.0,51.5398518,83385,501,Barking and Dagenham,0.1581853,5
4613,1380263,Retailers - other,5.0,51.536099,77420,501,Barking and Dagenham,0.0771409,3
4613,504611,Retailers - other,0.0,51.539813,39186,501,Barking and Dagenham,0.101339,1
4613,119628,Retailers - other,5.0,51.552171,4878,501,Barking and Dagenham,0.162132,5
7844,1655768,Takeaway/sandwich shop,5.0,51.571009,80596,501,Barking and Dagenham,0.132721,4
4613,504623,Retailers - other,5.0,51.54,5603,501,Barking and Dagenham,0.165737,5
7841,1732264,Other catering premises,5.0,51.5642528,81689,501,Barking and Dagenham,0.1334112,5
