Middle layer Super Output Areas Code,Middle layer Super Output Areas,Age (101 categories) Code,Age (101 categories),Observation
E02000796,Richmond upon Thames 013,48,Aged 48 years,159
E02000796,Richmond upon Thames 013,49,Aged 49 years,175
E02000796,Richmond upon Thames 013,50,Aged 50 years,167
E02000796,Richmond upon Thames 013,51,Aged 51 years,185
E02000796,Richmond upon Thames 013,52,Aged 52 years,156
E02000796,Richmond upon Thames 013,53,Aged 53 years,149
E02000796,Richmond upon Thames 013,54,Aged 54 years,168
E02000796,Richmond upon Thames 013,55,Aged 55 years,169
E02000796,Richmond upon Thames 013,56,Aged 56 years,137
E02000796,Richmond upon Thames 013,57,Aged 57 years,148
E02000796,Richmond upon Thames 013,58,Aged 58 years,121
E02000796,Richmond upon Thames 013,59,Aged 59 years,128
E02000796,Richmond upon Thames 013,60,Aged 60 years,150
E02000796,Richmond upon Thames 013,61,Aged 61 years,123
E02000796,Richmond upon Thames 013,62,Aged 62 years,103
E02000796,Richmond upon Thames 013,63,Aged 63 years,86
E02000796,Richmond upon Thames 013,64,Aged 64 years,110
E02000796,Richmond upon Thames 013,65,Aged 65 years,119
E02000796,Richmond upon Thames 013,66,Aged 66 years,91
E02000796,Richmond upon Thames 013,67,Aged 67 years,92
E02000796,Richmond upon Thames 013,68,Aged 68 years,84
E02000796,Richmond upon Thames 013,69,Aged 69 years,99
E02000796,Richmond upon Thames 013,70,Aged 70 years,91
E02000796,Richmond upon Thames 013,71,Aged 71 years,99
E02000796,Richmond upon Thames 013,72,Aged 72 years,86
E02000796,Richmond upon Thames 013,73,Aged 73 years,91
E02000796,Richmond upon Thames 013,74,Aged 74 years,119
E02000796,Richmond upon Thames 013,75,Aged 75 years,72
E02000796,Richmond upon Thames 013,76,Aged 76 years,77
E02000796,Richmond upon Thames 013,77,Aged 77 years,71
E02000796,Richmond upon Thames 013,78,Aged 78 years,69
E02000796,Richmond upon Thames 013,79,Aged 79 years,49
E02000796,Richmond upon Thames 013,80,Aged 80 years,57
E02000796,Richmond upon Thames 013,81,Aged 81 years,46
E02000796,Richmond upon Thames 013,82,Aged 82 years,50
E02000796,Richmond upon Thames 013,83,Aged 83 years,49
E02000796,Richmond upon Thames 013,84,Aged 84 years,39
E02000796,Richmond upon Thames 013,85,Aged 85 years,41
E02000796,Richmond upon Thames 013,86,Aged 86 years,49
E02000796,Richmond upon Thames 013,87,Aged 87 years,22
E02000796,Richmond upon Thames 013,88,Aged 88 years,30
E02000796,Richmond upon Thames 013,89,Aged 89 years,15
E02000796,Richmond upon Thames 013,90,Aged 90 years,18
E02000796,Richmond upon Thames 013,91,Aged 91 years,16
E02000796,Richmond upon Thames 013,92,Aged 92 years,11
E02000796,Richmond upon Thames 013,93,Aged 93 years,8
E02000796,Richmond upon Thames 013,94,Aged 94 years,9
E02000796,Richmond upon Thames 013,95,Aged 95 years,9
E02000796,Richmond upon Thames 013,96,Aged 96 years,3
E02000796,Richmond upon Thames 013,97,Aged 97 years,3
E02000796,Richmond upon Thames 013,98,Aged 98 years,4
E02000796,Richmond upon Thames 013,99,Aged 99 years,0
E02000796,Richmond upon Thames 013,100,Aged 100 years and over,1
E02000797,Richmond upon Thames 014,0,Aged under 1 year,85
E02000797,Richmond upon Thames 014,1,Aged 1 year,103
E02000797,Richmond upon Thames 014,2,Aged 2 years,90
E02000797,Richmond upon Thames 014,3,Aged 3 years,117
E02000797,Richmond upon Thames 014,4,Aged 4 years,120
E02000797,Richmond upon Thames 014,5,Aged 5 years,98
E02000797,Richmond upon Thames 014,6,Aged 6 years,109
E02000797,Richmond upon Thames 014,7,Aged 7 years,105
E02000797,Richmond upon Thames 014,8,Aged 8 years,97
E02000797,Richmond upon Thames 014,9,Aged 9 years,107
E02000797,Richmond upon Thames 014,10,Aged 10 years,103
E02000797,Richmond upon Thames 014,11,Aged 11 years,100
E02000797,Richmond upon Thames 014,12,Aged 12 years,87
E02000797,Richmond upon Thames 014,13,Aged 13 years,99
E02000797,Richmond upon Thames 014,14,Aged 14 years,80
E02000797,Richmond upon Thames 014,15,Aged 15 years,86
E02000797,Richmond upon Thames 014,16,Aged 16 years,71
E02000797,Richmond upon Thames 014,17,Aged 17 years,78
E02000797,Richmond upon Thames 014,18,Aged 18 years,48
E02000797,Richmond upon Thames 014,19,Aged 19 years,45
E02000797,Richmond upon Thames 014,20,Aged 20 years,52
E02000797,Richmond upon Thames 014,21,Aged 21 years,65
E02000797,Richmond upon Thames 014,22,Aged 22 years,70
E02000797,Richmond upon Thames 014,23,Aged 23 years,78
E02000797,Richmond upon Thames 014,24,Aged 24 years,89
E02000797,Richmond upon Thames 014,25,Aged 25 years,85
E02000797,Richmond upon Thames 014,26,Aged 26 years,104
E02000797,Richmond upon Thames 014,27,Aged 27 years,115
E02000797,Richmond upon Thames 014,28,Aged 28 years,116
E02000797,Richmond upon Thames 014,29,Aged 29 years,130
E02000797,Richmond upon Thames 014,30,Aged 30 years,146
E02000797,Richmond upon Thames 014,31,Aged 31 years,145
E02000797,Richmond upon Thames 014,32,Aged 32 years,122
E02000797,Richmond upon Thames 014,33,Aged 33 years,149
E02000797,Richmond upon Thames 014,34,Aged 34 years,128
E02000797,Richmond upon Thames 014,35,Aged 35 years,142
E02000797,Richmond upon Thames 014,36,Aged 36 years,137
E02000797,Richmond upon Thames 014,37,Aged 37 years,133
E02000797,Richmond upon Thames 014,38,Aged 38 years,144
E02000797,Richmond upon Thames 014,39,Aged 39 years,129
E02000797,Richmond upon Thames 014,40,Aged 40 years,169
E02000797,Richmond upon Thames 014,41,Aged 41 years,154
E02000797,Richmond upon Thames 014,42,Aged 42 years,129
E02000797,Richmond upon Thames 014,43,Aged 43 years,141
E02000797,Richmond upon Thames 014,44,Aged 44 years,138
E02000797,Richmond upon Thames 014,45,Aged 45 years,146
E02000797,Richmond upon Thames 014,46,Aged 46 years,150
E02000797,Richmond upon Thames 014,47,Aged 47 years,128
E02000797,Richmond upon Thames 014,48,Aged 48 years,141
E02000797,Richmond upon Thames 014,49,Aged 49 years,143
E02000797,Richmond upon Thames 014,50,Aged 50 years,133
E02000797,Richmond upon Thames 014,51,Aged 51 years,128
E02000797,Richmond upon Thames 014,52,Aged 52 years,99
E02000797,Richmond upon Thames 014,53,Aged 53 years,100
E02000797,Richmond upon Thames 014,54,Aged 54 years,100
E02000797,Richmond upon Thames 014,55,Aged 55 years,120
E02000797,Richmond upon Thames 014,56,Aged 56 years,111
E02000797,Richmond upon Thames 014,57,Aged 57 years,83
E02000797,Richmond upon Thames 014,58,Aged 58 years,81
E02000797,Richmond upon Thames 014,59,Aged 59 years,72
E02000797,Richmond upon Thames 014,60,Aged 60 years,90
E02000797,Richmond upon Thames 014,61,Aged 61 years,60
E02000797,Richmond upon Thames 014,62,Aged 62 years,71
E02000797,Richmond upon Thames 014,63,Aged 63 years,74
E02000797,Richmond upon Thames 014,64,Aged 64 years,58
E02000797,Richmond upon Thames 014,65,Aged 65 years,60
E02000797,Richmond upon Thames 014,66,Aged 66 years,57
E02000797,Richmond upon Thames 014,67,Aged 67 years,64
E02000797,Richmond upon Thames 014,68,Aged 68 years,54
E02000797,Richmond upon Thames 014,69,Aged 69 years,64
E02000797,Richmond upon Thames 014,70,Aged 70 years,54
E02000797,Richmond upon Thames 014,71,Aged 71 years,63
E02000797,Richmond upon Thames 014,72,Aged 72 years,45
E02000797,Richmond upon Thames 014,73,Aged 73 years,44
E02000797,Richmond upon Thames 014,74,Aged 74 years,53
E02000797,Richmond upon Thames 014,75,Aged 75 years,48
E02000797,Richmond upon Thames 014,76,Aged 76 years,35
E02000797,Richmond upon Thames 014,77,Aged 77 years,32
E02000797,Richmond upon Thames 014,78,Aged 78 years,30
E02000797,Richmond upon Thames 014,79,Aged 79 years,25
E02000797,Richmond upon Thames 014,80,Aged 80 years,17
E02000797,Richmond upon Thames 014,81,Aged 81 years,32
E02000797,Richmond upon Thames 014,82,Aged 82 years,19
E02000797,Richmond upon Thames 014,83,Aged 83 years,18
E02000797,Richmond upon Thames 014,84,Aged 84 years,21
E02000797,Richmond upon Thames 014,85,Aged 85 years,12
E02000797,Richmond upon Thames 014,86,Aged 86 years,13
E02000797,Richmond upon Thames 014,87,Aged 87 years,13
E02000797,Richmond upon Thames 014,88,Aged 88 years,10
E02000797,Richmond upon Thames 014,89,Aged 89 years,7
E02000797,Richmond upon Thames 014,90,Aged 90 years,19
E02000797,Richmond upon Thames 014,91,Aged 91 years,8
E02000797,Richmond upon Thames 014,92,Aged 92 years,7
E02000797,Richmond upon Thames 014,93,Aged 93 years,4
E02000797,Richmond upon Thames 014,94,Aged 94 years,2
E02000797,Richmond upon Thames 014,95,Aged 95 years,1
E02000797,Richmond upon Thames 014,96,Aged 96 years,1
E02000797,Richmond upon Thames 014,97,Aged 97 years,0
E02000797,Richmond upon Thames 014,98,Aged 98 years,0
E02000797,Richmond upon Thames 014,99,Aged 99 years,0
E02000797,Richmond upon Thames 014,100,Aged 100 years and over,0
E02000798,Richmond upon Thames 015,0,Aged under 1 year,128
E02000798,Richmond upon Thames 015,1,Aged 1 year,115
E02000798,Richmond upon Thames 015,2,Aged 2 years,139
E02000798,Richmond upon Thames 015,3,Aged 3 years,146
E02000798,Richmond upon Thames 015,4,Aged 4 years,150
E02000798,Richmond upon Thames 015,5,Aged 5 years,175
E02000798,Richmond upon Thames 015,6,Aged 6 years,147
E02000798,Richmond upon Thames 015,7,Aged 7 years,155
E02000798,Richmond upon Thames 015,8,Aged 8 years,160
E02000798,Richmond upon Thames 015,9,Aged 9 years,180
E02000798,Richmond upon Thames 015,10,Aged 10 years,179
E02000798,Richmond upon Thames 015,11,Aged 11 years,189
E02000798,Richmond upon Thames 015,12,Aged 12 years,210
E02000798,Richmond upon Thames 015,13,Aged 13 years,197
E02000798,Richmond upon Thames 015,14,Aged 14 years,185
E02000798,Richmond upon Thames 015,15,Aged 15 years,160
E02000798,Richmond upon Thames 015,16,Aged 16 years,171
E02000798,Richmond upon Thames 015,17,Aged 17 years,145
E02000798,Richmond upon Thames 015,18,Aged 18 years,128
E02000798,Richmond upon Thames 015,19,Aged 19 years,81
E02000798,Richmond upon Thames 015,20,Aged 20 years,90
E02000798,Richmond upon Thames 015,21,Aged 21 years,89
E02000798,Richmond upon Thames 015,22,Aged 22 years,102
E02000798,Richmond upon Thames 015,23,Aged 23 years,104
E02000798,Richmond upon Thames 015,24,Aged 24 years,86
E02000798,Richmond upon Thames 015,25,Aged 25 years,105
E02000798,Richmond upon Thames 015,26,Aged 26 years,83
E02000798,Richmond upon Thames 015,27,Aged 27 years,94
E02000798,Richmond upon Thames 015,28,Aged 28 years,99
E02000798,Richmond upon Thames 015,29,Aged 29 years,107
E02000798,Richmond upon Thames 015,30,Aged 30 years,109
E02000798,Richmond upon Thames 015,31,Aged 31 years,122
E02000798,Richmond upon Thames 015,32,Aged 32 years,100
E02000798,Richmond upon Thames 015,33,Aged 33 years,143
E02000798,Richmond upon Thames 015,34,Aged 34 years,134
E02000798,Richmond upon Thames 015,35,Aged 35 years,150
E02000798,Richmond upon Thames 015,36,Aged 36 years,148
E02000798,Richmond upon Thames 015,37,Aged 37 years,140
E02000798,Richmond upon Thames 015,38,Aged 38 years,172
E02000798,Richmond upon Thames 015,39,Aged 39 years,185
E02000798,Richmond upon Thames 015,40,Aged 40 years,208
E02000798,Richmond upon Thames 015,41,Aged 41 years,205
E02000798,Richmond upon Thames 015,42,Aged 42 years,179
E02000798,Richmond upon Thames 015,43,Aged 43 years,215
E02000798,Richmond upon Thames 015,44,Aged 44 years,209
E02000798,Richmond upon Thames 015,45,Aged 45 years,198
E02000798,Richmond upon Thames 015,46,Aged 46 years,202
E02000798,Richmond upon Thames 015,47,Aged 47 years,234
E02000798,Richmond upon Thames 015,48,Aged 48 years,213
E02000798,Richmond upon Thames 015,49,Aged 49 years,202
E02000798,Richmond upon Thames 015,50,Aged 50 years,220
E02000798,Richmond upon Thames 015,51,Aged 51 years,218
E02000798,Richmond upon Thames 015,52,Aged 52 years,190
E02000798,Richmond upon Thames 015,53,Aged 53 years,180
E02000798,Richmond upon Thames 015,54,Aged 54 years,165
E02000798,Richmond upon Thames 015,55,Aged 55 years,163
E02000798,Richmond upon Thames 015,56,Aged 56 years,162
E02000798,Richmond upon Thames 015,57,Aged 57 years,149
E02000798,Richmond upon Thames 015,58,Aged 58 years,159
E02000798,Richmond upon Thames 015,59,Aged 59 years,130
E02000798,Richmond upon Thames 015,60,Aged 60 years,118
E02000798,Richmond upon Thames 015,61,Aged 61 years,108
E02000798,Richmond upon Thames 015,62,Aged 62 years,101
E02000798,Richmond upon Thames 015,63,Aged 63 years,101
E02000798,Richmond upon Thames 015,64,Aged 64 years,100
E02000798,Richmond upon Thames 015,65,Aged 65 years,94
E02000798,Richmond upon Thames 015,66,Aged 66 years,74
E02000798,Richmond upon Thames 015,67,Aged 67 years,88
E02000798,Richmond upon Thames 015,68,Aged 68 years,84
E02000798,Richmond upon Thames 015,69,Aged 69 years,87
E02000798,Richmond upon Thames 015,70,Aged 70 years,66
E02000798,Richmond upon Thames 015,71,Aged 71 years,76
E02000798,Richmond upon Thames 015,72,Aged 72 years,74
E02000798,Richmond upon Thames 015,73,Aged 73 years,95
E02000798,Richmond upon Thames 015,74,Aged 74 years,109
E02000798,Richmond upon Thames 015,75,Aged 75 years,57
E02000798,Richmond upon Thames 015,76,Aged 76 years,53
E02000798,Richmond upon Thames 015,77,Aged 77 years,64
E02000798,Richmond upon Thames 015,78,Aged 78 years,55
E02000798,Richmond upon Thames 015,79,Aged 79 years,39
E02000798,Richmond upon Thames 015,80,Aged 80 years,38
E02000798,Richmond upon Thames 015,81,Aged 81 years,25
E02000798,Richmond upon Thames 015,82,Aged 82 years,29
E02000798,Richmond upon Thames 015,83,Aged 83 years,33
E02000798,Richmond upon Thames 015,84,Aged 84 years,35
E02000798,Richmond upon Thames 015,85,Aged 85 years,34
E02000798,Richmond upon Thames 015,86,Aged 86 years,30
E02000798,Richmond upon Thames 015,87,Aged 87 years,18
E02000798,Richmond upon Thames 015,88,Aged 88 years,15
E02000798,Richmond upon Thames 015,89,Aged 89 years,24
E02000798,Richmond upon Thames 015,90,Aged 90 years,13
E02000798,Richmond upon Thames 015,91,Aged 91 years,16
E02000798,Richmond upon Thames 015,92,Aged 92 years,8
E02000798,Richmond upon Thames 015,93,Aged 93 years,18
E02000798,Richmond upon Thames 015,94,Aged 94 years,9
E02000798,Richmond upon Thames 015,95,Aged 95 years,2
E02000798,Richmond upon Thames 015,96,Aged 96 years,4
E02000798,Richmond upon Thames 015,97,Aged 97 years,3
E02000798,Richmond upon Thames 015,98,Aged 98 years,1
E02000798,Richmond upon Thames 015,99,Aged 99 years,3
E02000798,Richmond upon Thames 015,100,Aged 100 years and over,1
E02000799,Richmond upon Thames 016,0,Aged under 1 year,39
E02000799,Richmond upon Thames 016,1,Aged 1 year,59
E02000799,Richmond upon Thames 016,2,Aged 2 years,54
E02000799,Richmond upon Thames 016,3,Aged 3 years,61
E02000799,Richmond upon Thames 016,4,Aged 4 years,62
E02000799,Richmond upon Thames 016,5,Aged 5 years,56
E02000799,Richmond upon Thames 016,6,Aged 6 years,70
E02000799,Richmond upon Thames 016,7,Aged 7 years,70
E02000799,Richmond upon Thames 016,8,Aged 8 years,72
E02000799,Richmond upon Thames 016,9,Aged 9 years,84
E02000799,Richmond upon Thames 016,10,Aged 10 years,79
E02000799,Richmond upon Thames 016,11,Aged 11 years,87
E02000799,Richmond upon Thames 016,12,Aged 12 years,97
E02000799,Richmond upon Thames 016,13,Aged 13 years,79
E02000799,Richmond upon Thames 016,14,Aged 14 years,81
E02000799,Richmond upon Thames 016,15,Aged 15 years,83
E02000799,Richmond upon Thames 016,16,Aged 16 years,78
E02000799,Richmond upon Thames 016,17,Aged 17 years,80
E02000799,Richmond upon Thames 016,18,Aged 18 years,199
E02000799,Richmond upon Thames 016,19,Aged 19 years,292
E02000799,Richmond upon Thames 016,20,Aged 20 years,198
E02000799,Richmond upon Thames 016,21,Aged 21 years,96
E02000799,Richmond upon Thames 016,22,Aged 22 years,105
E02000799,Richmond upon Thames 016,23,Aged 23 years,91
E02000799,Richmond upon Thames 016,24,Aged 24 years,98
E02000799,Richmond upon Thames 016,25,Aged 25 years,70
E02000799,Richmond upon Thames 016,26,Aged 26 years,62
E02000799,Richmond upon Thames 016,27,Aged 27 years,79
E02000799,Richmond upon Thames 016,28,Aged 28 years,58
E02000799,Richmond upon Thames 016,29,Aged 29 years,57
E02000799,Richmond upon Thames 016,30,Aged 30 years,56
E02000799,Richmond upon Thames 016,31,Aged 31 years,44
E02000799,Richmond upon Thames 016,32,Aged 32 years,49
E02000799,Richmond upon Thames 016,33,Aged 33 years,55
E02000799,Richmond upon Thames 016,34,Aged 34 years,68
E02000799,Richmond upon Thames 016,35,Aged 35 years,57
E02000799,Richmond upon Thames 016,36,Aged 36 years,58
E02000799,Richmond upon Thames 016,37,Aged 37 years,52
E02000799,Richmond upon Thames 016,38,Aged 38 years,82
E02000799,Richmond upon Thames 016,39,Aged 39 years,78
E02000799,Richmond upon Thames 016,40,Aged 40 years,109
E02000799,Richmond upon Thames 016,41,Aged 41 years,75
E02000799,Richmond upon Thames 016,42,Aged 42 years,86
E02000799,Richmond upon Thames 016,43,Aged 43 years,77
E02000799,Richmond upon Thames 016,44,Aged 44 years,83
E02000799,Richmond upon Thames 016,45,Aged 45 years,83
E02000799,Richmond upon Thames 016,46,Aged 46 years,91
E02000799,Richmond upon Thames 016,47,Aged 47 years,101
E02000799,Richmond upon Thames 016,48,Aged 48 years,100
E02000799,Richmond upon Thames 016,49,Aged 49 years,97
E02000799,Richmond upon Thames 016,50,Aged 50 years,102
E02000799,Richmond upon Thames 016,51,Aged 51 years,93
E02000799,Richmond upon Thames 016,52,Aged 52 years,78
E02000799,Richmond upon Thames 016,53,Aged 53 years,120
E02000799,Richmond upon Thames 016,54,Aged 54 years,115
E02000799,Richmond upon Thames 016,55,Aged 55 years,126
E02000799,Richmond upon Thames 016,56,Aged 56 years,115
E02000799,Richmond upon Thames 016,57,Aged 57 years,86
E02000799,Richmond upon Thames 016,58,Aged 58 years,83
E02000799,Richmond upon Thames 016,59,Aged 59 years,88
E02000799,Richmond upon Thames 016,60,Aged 60 years,63
E02000799,Richmond upon Thames 016,61,Aged 61 years,66
E02000799,Richmond upon Thames 016,62,Aged 62 years,75
E02000799,Richmond upon Thames 016,63,Aged 63 years,91
E02000799,Richmond upon Thames 016,64,Aged 64 years,48
E02000799,Richmond upon Thames 016,65,Aged 65 years,54
E02000799,Richmond upon Thames 016,66,Aged 66 years,71
E02000799,Richmond upon Thames 016,67,Aged 67 years,55
E02000799,Richmond upon Thames 016,68,Aged 68 years,76
E02000799,Richmond upon Thames 016,69,Aged 69 years,51
E02000799,Richmond upon Thames 016,70,Aged 70 years,55
E02000799,Richmond upon Thames 016,71,Aged 71 years,57
E02000799,Richmond upon Thames 016,72,Aged 72 years,65
E02000799,Richmond upon Thames 016,73,Aged 73 years,62
E02000799,Richmond upon Thames 016,74,Aged 74 years,63
E02000799,Richmond upon Thames 016,75,Aged 75 years,54
E02000799,Richmond upon Thames 016,76,Aged 76 years,59
E02000799,Richmond upon Thames 016,77,Aged 77 years,42
E02000799,Richmond upon Thames 016,78,Aged 78 years,32
E02000799,Richmond upon Thames 016,79,Aged 79 years,23
E02000799,Richmond upon Thames 016,80,Aged 80 years,28
E02000799,Richmond upon Thames 016,81,Aged 81 years,19
E02000799,Richmond upon Thames 016,82,Aged 82 years,29
E02000799,Richmond upon Thames 016,83,Aged 83 years,24
E02000799,Richmond upon Thames 016,84,Aged 84 years,24
E02000799,Richmond upon Thames 016,85,Aged 85 years,19
E02000799,Richmond upon Thames 016,86,Aged 86 years,15
E02000799,Richmond upon Thames 016,87,Aged 87 years,17
E02000799,Richmond upon Thames 016,88,Aged 88 years,11
E02000799,Richmond upon Thames 016,89,Aged 89 years,13
E02000799,Richmond upon Thames 016,90,Aged 90 years,12
E02000799,Richmond upon Thames 016,91,Aged 91 years,10
E02000799,Richmond upon Thames 016,92,Aged 92 years,3
E02000799,Richmond upon Thames 016,93,Aged 93 years,6
E02000799,Richmond upon Thames 016,94,Aged 94 years,6
E02000799,Richmond upon Thames 016,95,Aged 95 years,3
E02000799,Richmond upon Thames 016,96,Aged 96 years,4
E02000799,Richmond upon Thames 016,97,Aged 97 years,0
E02000799,Richmond upon Thames 016,98,Aged 98 years,1
E02000799,Richmond upon Thames 016,99,Aged 99 years,1
E02000799,Richmond upon Thames 016,100,Aged 100 years and over,1
E02000800,Richmond upon Thames 017,0,Aged under 1 year,52
E02000800,Richmond upon Thames 017,1,Aged 1 year,56
E02000800,Richmond upon Thames 017,2,Aged 2 years,53
E02000800,Richmond upon Thames 017,3,Aged 3 years,60
E02000800,Richmond upon Thames 017,4,Aged 4 years,79
E02000800,Richmond upon Thames 017,5,Aged 5 years,69
E02000800,Richmond upon Thames 017,6,Aged 6 years,73
E02000800,Richmond upon Thames 017,7,Aged 7 years,79
E02000800,Richmond upon Thames 017,8,Aged 8 years,95
E02000800,Richmond upon Thames 017,9,Aged 9 years,85
E02000800,Richmond upon Thames 017,10,Aged 10 years,98
E02000800,Richmond upon Thames 017,11,Aged 11 years,110
E02000800,Richmond upon Thames 017,12,Aged 12 years,96
E02000800,Richmond upon Thames 017,13,Aged 13 years,95
E02000800,Richmond upon Thames 017,14,Aged 14 years,89
E02000800,Richmond upon Thames 017,15,Aged 15 years,94
E02000800,Richmond upon Thames 017,16,Aged 16 years,75
E02000800,Richmond upon Thames 017,17,Aged 17 years,69
E02000800,Richmond upon Thames 017,18,Aged 18 years,57
E02000800,Richmond upon Thames 017,19,Aged 19 years,51
E02000800,Richmond upon Thames 017,20,Aged 20 years,34
E02000800,Richmond upon Thames 017,21,Aged 21 years,47
E02000800,Richmond upon Thames 017,22,Aged 22 years,31
E02000800,Richmond upon Thames 017,23,Aged 23 years,39
E02000800,Richmond upon Thames 017,24,Aged 24 years,44
E02000800,Richmond upon Thames 017,25,Aged 25 years,52
E02000800,Richmond upon Thames 017,26,Aged 26 years,40
E02000800,Richmond upon Thames 017,27,Aged 27 years,30
E02000800,Richmond upon Thames 017,28,Aged 28 years,38
E02000800,Richmond upon Thames 017,29,Aged 29 years,38
E02000800,Richmond upon Thames 017,30,Aged 30 years,38
E02000800,Richmond upon Thames 017,31,Aged 31 years,51
E02000800,Richmond upon Thames 017,32,Aged 32 years,44
E02000800,Richmond upon Thames 017,33,Aged 33 years,50
E02000800,Richmond upon Thames 017,34,Aged 34 years,58
E02000800,Richmond upon Thames 017,35,Aged 35 years,58
E02000800,Richmond upon Thames 017,36,Aged 36 years,63
E02000800,Richmond upon Thames 017,37,Aged 37 years,59
E02000800,Richmond upon Thames 017,38,Aged 38 years,64
E02000800,Richmond upon Thames 017,39,Aged 39 years,65
E02000800,Richmond upon Thames 017,40,Aged 40 years,89
E02000800,Richmond upon Thames 017,41,Aged 41 years,92
E02000800,Richmond upon Thames 017,42,Aged 42 years,99
E02000800,Richmond upon Thames 017,43,Aged 43 years,111
E02000800,Richmond upon Thames 017,44,Aged 44 years,88
E02000800,Richmond upon Thames 017,45,Aged 45 years,87
E02000800,Richmond upon Thames 017,46,Aged 46 years,97
E02000800,Richmond upon Thames 017,47,Aged 47 years,89
E02000800,Richmond upon Thames 017,48,Aged 48 years,98
E02000800,Richmond upon Thames 017,49,Aged 49 years,101
E02000800,Richmond upon Thames 017,50,Aged 50 years,108
E02000800,Richmond upon Thames 017,51,Aged 51 years,78
E02000800,Richmond upon Thames 017,52,Aged 52 years,89
E02000800,Richmond upon Thames 017,53,Aged 53 years,72
E02000800,Richmond upon Thames 017,54,Aged 54 years,84
E02000800,Richmond upon Thames 017,55,Aged 55 years,82
E02000800,Richmond upon Thames 017,56,Aged 56 years,73
E02000800,Richmond upon Thames 017,57,Aged 57 years,79
E02000800,Richmond upon Thames 017,58,Aged 58 years,72
E02000800,Richmond upon Thames 017,59,Aged 59 years,76
E02000800,Richmond upon Thames 017,60,Aged 60 years,65
E02000800,Richmond upon Thames 017,61,Aged 61 years,61
E02000800,Richmond upon Thames 017,62,Aged 62 years,67
E02000800,Richmond upon Thames 017,63,Aged 63 years,47
E02000800,Richmond upon Thames 017,64,Aged 64 years,60
E02000800,Richmond upon Thames 017,65,Aged 65 years,53
E02000800,Richmond upon Thames 017,66,Aged 66 years,38
E02000800,Richmond upon Thames 017,67,Aged 67 years,50
E02000800,Richmond upon Thames 017,68,Aged 68 years,43
E02000800,Richmond upon Thames 017,69,Aged 69 years,60
E02000800,Richmond upon Thames 017,70,Aged 70 years,54
E02000800,Richmond upon Thames 017,71,Aged 71 years,53
E02000800,Richmond upon Thames 017,72,Aged 72 years,44
E02000800,Richmond upon Thames 017,73,Aged 73 years,48
E02000800,Richmond upon Thames 017,74,Aged 74 years,47
E02000800,Richmond upon Thames 017,75,Aged 75 years,34
E02000800,Richmond upon Thames 017,76,Aged 76 years,43
E02000800,Richmond upon Thames 017,77,Aged 77 years,33
E02000800,Richmond upon Thames 017,78,Aged 78 years,38
E02000800,Richmond upon Thames 017,79,Aged 79 years,34
E02000800,Richmond upon Thames 017,80,Aged 80 years,23
E02000800,Richmond upon Thames 017,81,Aged 81 years,25
E02000800,Richmond upon Thames 017,82,Aged 82 years,20
E02000800,Richmond upon Thames 017,83,Aged 83 years,14
E02000800,Richmond upon Thames 017,84,Aged 84 years,24
E02000800,Richmond upon Thames 017,85,Aged 85 years,12
E02000800,Richmond upon Thames 017,86,Aged 86 years,12
E02000800,Richmond upon Thames 017,87,Aged 87 years,8
E02000800,Richmond upon Thames 017,88,Aged 88 years,18
E02000800,Richmond upon Thames 017,89,Aged 89 years,16
E02000800,Richmond upon Thames 017,90,Aged 90 years,4
E02000800,Richmond upon Thames 017,91,Aged 91 years,4
E02000800,Richmond upon Thames 017,92,Aged 92 years,8
E02000800,Richmond upon Thames 017,93,Aged 93 years,1
E02000800,Richmond upon Thames 017,94,Aged 94 years,3
E02000800,Richmond upon Thames 017,95,Aged 95 years,4
E02000800,Richmond upon Thames 017,96,Aged 96 years,0
E02000800,Richmond upon Thames 017,97,Aged 97 years,1
E02000800,Richmond upon Thames 017,98,Aged 98 years,1
E02000800,Richmond upon Thames 017,99,Aged 99 years,3
E02000800,Richmond upon Thames 017,100,Aged 100 years and over,0
E02000801,Richmond upon Thames 018,0,Aged under 1 year,78
E02000801,Richmond upon Thames 018,1,Aged 1 year,88
E02000801,Richmond upon Thames 018,2,Aged 2 years,89
E02000801,Richmond upon Thames 018,3,Aged 3 years,68
E02000801,Richmond upon Thames 018,4,Aged 4 years,107
E02000801,Richmond upon Thames 018,5,Aged 5 years,106
E02000801,Richmond upon Thames 018,6,Aged 6 years,99
E02000801,Richmond upon Thames 018,7,Aged 7 years,99
E02000801,Richmond upon Thames 018,8,Aged 8 years,89
E02000801,Richmond upon Thames 018,9,Aged 9 years,116
E02000801,Richmond upon Thames 018,10,Aged 10 years,98
E02000801,Richmond upon Thames 018,11,Aged 11 years,106
E02000801,Richmond upon Thames 018,12,Aged 12 years,103
E02000801,Richmond upon Thames 018,13,Aged 13 years,87
E02000801,Richmond upon Thames 018,14,Aged 14 years,82
E02000801,Richmond upon Thames 018,15,Aged 15 years,82
E02000801,Richmond upon Thames 018,16,Aged 16 years,80
E02000801,Richmond upon Thames 018,17,Aged 17 years,86
E02000801,Richmond upon Thames 018,18,Aged 18 years,59
E02000801,Richmond upon Thames 018,19,Aged 19 years,33
E02000801,Richmond upon Thames 018,20,Aged 20 years,44
E02000801,Richmond upon Thames 018,21,Aged 21 years,59
E02000801,Richmond upon Thames 018,22,Aged 22 years,70
