Middle layer Super Output Areas Code,Middle layer Super Output Areas,Age (101 categories) Code,Age (101 categories),Observation
E02000001,City of London 001,0,Aged under 1 year,44
E02000001,City of London 001,1,Aged 1 year,57
E02000001,City of London 001,2,Aged 2 years,34
E02000001,City of London 001,3,Aged 3 years,39
E02000001,City of London 001,4,Aged 4 years,40
E02000001,City of London 001,5,Aged 5 years,27
E02000001,City of London 001,6,Aged 6 years,28
E02000001,City of London 001,7,Aged 7 years,42
E02000001,City of London 001,8,Aged 8 years,30
E02000001,City of London 001,9,Aged 9 years,33
E02000001,City of London 001,10,Aged 10 years,50
E02000001,City of London 001,11,Aged 11 years,42
E02000001,City of London 001,12,Aged 12 years,34
E02000001,City of London 001,13,Aged 13 years,22
E02000001,City of London 001,14,Aged 14 years,26
E02000001,City of London 001,15,Aged 15 years,32
E02000001,City of London 001,16,Aged 16 years,36
E02000001,City of London 001,17,Aged 17 years,37
E02000001,City of London 001,18,Aged 18 years,60
E02000001,City of London 001,19,Aged 19 years,52
E02000001,City of London 001,20,Aged 20 years,113
E02000001,City of London 001,21,Aged 21 years,131
E02000001,City of London 001,22,Aged 22 years,193
E02000001,City of London 001,23,Aged 23 years,307
E02000001,City of London 001,24,Aged 24 years,221
E02000001,City of London 001,25,Aged 25 years,245
E02000001,City of London 001,26,Aged 26 years,262
E02000001,City of London 001,27,Aged 27 years,240
E02000001,City of London 001,28,Aged 28 years,227
E02000001,City of London 001,29,Aged 29 years,239
E02000001,City of London 001,30,Aged 30 years,243
E02000001,City of London 001,31,Aged 31 years,201
E02000001,City of London 001,32,Aged 32 years,211
E02000001,City of London 001,33,Aged 33 years,186
E02000001,City of London 001,34,Aged 34 years,159
E02000001,City of London 001,35,Aged 35 years,174
E02000001,City of London 001,36,Aged 36 years,152
E02000001,City of London 001,37,Aged 37 years,129
E02000001,City of London 001,38,Aged 38 years,134
E02000001,City of London 001,39,Aged 39 years,135
E02000001,City of London 001,40,Aged 40 years,113
E02000001,City of London 001,41,Aged 41 years,108
E02000001,City of London 001,42,Aged 42 years,103
E02000001,City of London 001,43,Aged 43 years,117
E02000001,City of London 001,44,Aged 44 years,106
E02000001,City of London 001,45,Aged 45 years,108
E02000001,City of London 001,46,Aged 46 years,96
E02000001,City of London 001,47,Aged 47 years,107
E02000001,City of London 001,48,Aged 48 years,100
E02000001,City of London 001,49,Aged 49 years,133
E02000001,City of London 001,50,Aged 50 years,123
E02000001,City of London 001,51,Aged 51 years,138
E02000001,City of London 001,52,Aged 52 years,142
E02000001,City of London 001,53,Aged 53 years,141
E02000001,City of London 001,54,Aged 54 years,96
E02000001,City of London 001,55,Aged 55 years,113
E02000001,City of London 001,56,Aged 56 years,98
E02000001,City of London 001,57,Aged 57 years,111
E02000001,City of London 001,58,Aged 58 years,98
E02000001,City of London 001,59,Aged 59 years,98
E02000001,City of London 001,60,Aged 60 years,103
E02000001,City of London 001,61,Aged 61 years,95
E02000001,City of London 001,62,Aged 62 years,84
E02000001,City of London 001,63,Aged 63 years,100
E02000001,City of London 001,64,Aged 64 years,77
E02000001,City of London 001,65,Aged 65 years,87
E02000001,City of London 001,66,Aged 66 years,80
E02000001,City of London 001,67,Aged 67 years,67
E02000001,City of London 001,68,Aged 68 years,75
E02000001,City of London 001,69,Aged 69 years,82
E02000001,City of London 001,70,Aged 70 years,58
E02000001,City of London 001,71,Aged 71 years,62
E02000001,City of London 001,72,Aged 72 years,61
E02000001,City of London 001,73,Aged 73 years,76
E02000001,City of London 001,74,Aged 74 years,63
E02000001,City of London 001,75,Aged 75 years,49
E02000001,City of London 001,76,Aged 76 years,51
E02000001,City of London 001,77,Aged 77 years,46
E02000001,City of London 001,78,Aged 78 years,34
E02000001,City of London 001,79,Aged 79 years,28
E02000001,City of London 001,80,Aged 80 years,45
E02000001,City of London 001,81,Aged 81 years,42
E02000001,City of London 001,82,Aged 82 years,28
E02000001,City of London 001,83,Aged 83 years,27
E02000001,City of London 001,84,Aged 84 years,22
E02000001,City of London 001,85,Aged 85 years,21
E02000001,City of London 001,86,Aged 86 years,18
E02000001,City of London 001,87,Aged 87 years,14
E02000001,City of London 001,88,Aged 88 years,11
E02000001,City of London 001,89,Aged 89 years,17
E02000001,City of London 001,90,Aged 90 years,12
E02000001,City of London 001,91,Aged 91 years,4
E02000001,City of London 001,92,Aged 92 years,3
E02000001,City of London 001,93,Aged 93 years,8
E02000001,City of London 001,94,Aged 94 years,3
E02000001,City of London 001,95,Aged 95 years,3
E02000001,City of London 001,96,Aged 96 years,4
E02000001,City of London 001,97,Aged 97 years,0
E02000001,City of London 001,98,Aged 98 years,0
E02000001,City of London 001,99,Aged 99 years,0
E02000001,City of London 001,100,Aged 100 years and over,3
E02000002,Barking and Dagenham 001,0,Aged under 1 year,115
E02000002,Barking and Dagenham 001,1,Aged 1 year,119
E02000002,Barking and Dagenham 001,2,Aged 2 years,124
E02000002,Barking and Dagenham 001,3,Aged 3 years,140
E02000002,Barking and Dagenham 001,4,Aged 4 years,156
E02000002,Barking and Dagenham 001,5,Aged 5 years,166
E02000002,Barking and Dagenham 001,6,Aged 6 years,147
E02000002,Barking and Dagenham 001,7,Aged 7 years,140
E02000002,Barking and Dagenham 001,8,Aged 8 years,154
E02000002,Barking and Dagenham 001,9,Aged 9 years,146
E02000002,Barking and Dagenham 001,10,Aged 10 years,149
E02000002,Barking and Dagenham 001,11,Aged 11 years,176
E02000002,Barking and Dagenham 001,12,Aged 12 years,147
E02000002,Barking and Dagenham 001,13,Aged 13 years,152
E02000002,Barking and Dagenham 001,14,Aged 14 years,144
E02000002,Barking and Dagenham 001,15,Aged 15 years,124
E02000002,Barking and Dagenham 001,16,Aged 16 years,128
E02000002,Barking and Dagenham 001,17,Aged 17 years,166
E02000002,Barking and Dagenham 001,18,Aged 18 years,125
E02000002,Barking and Dagenham 001,19,Aged 19 years,74
E02000002,Barking and Dagenham 001,20,Aged 20 years,66
E02000002,Barking and Dagenham 001,21,Aged 21 years,78
E02000002,Barking and Dagenham 001,22,Aged 22 years,81
E02000002,Barking and Dagenham 001,23,Aged 23 years,88
E02000002,Barking and Dagenham 001,24,Aged 24 years,97
E02000002,Barking and Dagenham 001,25,Aged 25 years,99
E02000002,Barking and Dagenham 001,26,Aged 26 years,101
E02000002,Barking and Dagenham 001,27,Aged 27 years,74
E02000002,Barking and Dagenham 001,28,Aged 28 years,128
E02000002,Barking and Dagenham 001,29,Aged 29 years,118
E02000002,Barking and Dagenham 001,30,Aged 30 years,101
E02000002,Barking and Dagenham 001,31,Aged 31 years,139
E02000002,Barking and Dagenham 001,32,Aged 32 years,139
E02000002,Barking and Dagenham 001,33,Aged 33 years,124
E02000002,Barking and Dagenham 001,34,Aged 34 years,164
E02000002,Barking and Dagenham 001,35,Aged 35 years,124
E02000002,Barking and Dagenham 001,36,Aged 36 years,146
E02000002,Barking and Dagenham 001,37,Aged 37 years,141
E02000002,Barking and Dagenham 001,38,Aged 38 years,114
E02000002,Barking and Dagenham 001,39,Aged 39 years,125
E02000002,Barking and Dagenham 001,40,Aged 40 years,133
E02000002,Barking and Dagenham 001,41,Aged 41 years,119
E02000002,Barking and Dagenham 001,42,Aged 42 years,104
E02000002,Barking and Dagenham 001,43,Aged 43 years,115
E02000002,Barking and Dagenham 001,44,Aged 44 years,117
E02000002,Barking and Dagenham 001,45,Aged 45 years,95
E02000002,Barking and Dagenham 001,46,Aged 46 years,119
E02000002,Barking and Dagenham 001,47,Aged 47 years,119
E02000002,Barking and Dagenham 001,48,Aged 48 years,106
E02000002,Barking and Dagenham 001,49,Aged 49 years,101
E02000002,Barking and Dagenham 001,50,Aged 50 years,100
E02000002,Barking and Dagenham 001,51,Aged 51 years,89
E02000002,Barking and Dagenham 001,52,Aged 52 years,109
E02000002,Barking and Dagenham 001,53,Aged 53 years,88
E02000002,Barking and Dagenham 001,54,Aged 54 years,76
E02000002,Barking and Dagenham 001,55,Aged 55 years,90
E02000002,Barking and Dagenham 001,56,Aged 56 years,85
E02000002,Barking and Dagenham 001,57,Aged 57 years,84
E02000002,Barking and Dagenham 001,58,Aged 58 years,77
E02000002,Barking and Dagenham 001,59,Aged 59 years,75
E02000002,Barking and Dagenham 001,60,Aged 60 years,87
E02000002,Barking and Dagenham 001,61,Aged 61 years,53
E02000002,Barking and Dagenham 001,62,Aged 62 years,62
E02000002,Barking and Dagenham 001,63,Aged 63 years,51
E02000002,Barking and Dagenham 001,64,Aged 64 years,64
E02000002,Barking and Dagenham 001,65,Aged 65 years,43
E02000002,Barking and Dagenham 001,66,Aged 66 years,45
E02000002,Barking and Dagenham 001,67,Aged 67 years,46
E02000002,Barking and Dagenham 001,68,Aged 68 years,48
E02000002,Barking and Dagenham 001,69,Aged 69 years,53
E02000002,Barking and Dagenham 001,70,Aged 70 years,37
E02000002,Barking and Dagenham 001,71,Aged 71 years,31
E02000002,Barking and Dagenham 001,72,Aged 72 years,45
E02000002,Barking and Dagenham 001,73,Aged 73 years,41
E02000002,Barking and Dagenham 001,74,Aged 74 years,41
E02000002,Barking and Dagenham 001,75,Aged 75 years,36
E02000002,Barking and Dagenham 001,76,Aged 76 years,49
E02000002,Barking and Dagenham 001,77,Aged 77 years,43
E02000002,Barking and Dagenham 001,78,Aged 78 years,34
E02000002,Barking and Dagenham 001,79,Aged 79 years,29
E02000002,Barking and Dagenham 001,80,Aged 80 years,36
E02000002,Barking and Dagenham 001,81,Aged 81 years,22
E02000002,Barking and Dagenham 001,82,Aged 82 years,29
E02000002,Barking and Dagenham 001,83,Aged 83 years,30
E02000002,Barking and Dagenham 001,84,Aged 84 years,31
E02000002,Barking and Dagenham 001,85,Aged 85 years,24
E02000002,Barking and Dagenham 001,86,Aged 86 years,21
E02000002,Barking and Dagenham 001,87,Aged 87 years,12
E02000002,Barking and Dagenham 001,88,Aged 88 years,13
E02000002,Barking and Dagenham 001,89,Aged 89 years,20
E02000002,Barking and Dagenham 001,90,Aged 90 years,10
E02000002,Barking and Dagenham 001,91,Aged 91 years,10
E02000002,Barking and Dagenham 001,92,Aged 92 years,12
E02000002,Barking and Dagenham 001,93,Aged 93 years,9
E02000002,Barking and Dagenham 001,94,Aged 94 years,7
E02000002,Barking and Dagenham 001,95,Aged 95 years,4
E02000002,Barking and Dagenham 001,96,Aged 96 years,6
E02000002,Barking and Dagenham 001,97,Aged 97 years,3
E02000002,Barking and Dagenham 001,98,Aged 98 years,0
E02000002,Barking and Dagenham 001,99,Aged 99 years,1
E02000002,Barking and Dagenham 001,100,Aged 100 years and over,3
E02000003,Barking and Dagenham 002,0,Aged under 1 year,201
E02000003,Barking and Dagenham 002,1,Aged 1 year,176
E02000003,Barking and Dagenham 002,2,Aged 2 years,180
E02000003,Barking and Dagenham 002,3,Aged 3 years,205
E02000003,Barking and Dagenham 002,4,Aged 4 years,189
E02000003,Barking and Dagenham 002,5,Aged 5 years,151
E02000003,Barking and Dagenham 002,6,Aged 6 years,197
E02000003,Barking and Dagenham 002,7,Aged 7 years,166
E02000003,Barking and Dagenham 002,8,Aged 8 years,177
E02000003,Barking and Dagenham 002,9,Aged 9 years,146
E02000003,Barking and Dagenham 002,10,Aged 10 years,139
E02000003,Barking and Dagenham 002,11,Aged 11 years,155
E02000003,Barking and Dagenham 002,12,Aged 12 years,177
E02000003,Barking and Dagenham 002,13,Aged 13 years,151
E02000003,Barking and Dagenham 002,14,Aged 14 years,147
E02000003,Barking and Dagenham 002,15,Aged 15 years,135
E02000003,Barking and Dagenham 002,16,Aged 16 years,152
E02000003,Barking and Dagenham 002,17,Aged 17 years,133
E02000003,Barking and Dagenham 002,18,Aged 18 years,144
E02000003,Barking and Dagenham 002,19,Aged 19 years,150
E02000003,Barking and Dagenham 002,20,Aged 20 years,123
E02000003,Barking and Dagenham 002,21,Aged 21 years,129
E02000003,Barking and Dagenham 002,22,Aged 22 years,146
E02000003,Barking and Dagenham 002,23,Aged 23 years,149
E02000003,Barking and Dagenham 002,24,Aged 24 years,191
E02000003,Barking and Dagenham 002,25,Aged 25 years,129
E02000003,Barking and Dagenham 002,26,Aged 26 years,204
E02000003,Barking and Dagenham 002,27,Aged 27 years,189
E02000003,Barking and Dagenham 002,28,Aged 28 years,192
E02000003,Barking and Dagenham 002,29,Aged 29 years,155
E02000003,Barking and Dagenham 002,30,Aged 30 years,142
E02000003,Barking and Dagenham 002,31,Aged 31 years,192
E02000003,Barking and Dagenham 002,32,Aged 32 years,256
E02000003,Barking and Dagenham 002,33,Aged 33 years,190
E02000003,Barking and Dagenham 002,34,Aged 34 years,205
E02000003,Barking and Dagenham 002,35,Aged 35 years,218
E02000003,Barking and Dagenham 002,36,Aged 36 years,196
E02000003,Barking and Dagenham 002,37,Aged 37 years,207
E02000003,Barking and Dagenham 002,38,Aged 38 years,183
E02000003,Barking and Dagenham 002,39,Aged 39 years,153
E02000003,Barking and Dagenham 002,40,Aged 40 years,217
E02000003,Barking and Dagenham 002,41,Aged 41 years,179
E02000003,Barking and Dagenham 002,42,Aged 42 years,172
E02000003,Barking and Dagenham 002,43,Aged 43 years,148
E02000003,Barking and Dagenham 002,44,Aged 44 years,132
E02000003,Barking and Dagenham 002,45,Aged 45 years,135
E02000003,Barking and Dagenham 002,46,Aged 46 years,139
E02000003,Barking and Dagenham 002,47,Aged 47 years,145
E02000003,Barking and Dagenham 002,48,Aged 48 years,139
E02000003,Barking and Dagenham 002,49,Aged 49 years,127
E02000003,Barking and Dagenham 002,50,Aged 50 years,161
E02000003,Barking and Dagenham 002,51,Aged 51 years,130
E02000003,Barking and Dagenham 002,52,Aged 52 years,144
E02000003,Barking and Dagenham 002,53,Aged 53 years,145
E02000003,Barking and Dagenham 002,54,Aged 54 years,144
E02000003,Barking and Dagenham 002,55,Aged 55 years,143
E02000003,Barking and Dagenham 002,56,Aged 56 years,173
E02000003,Barking and Dagenham 002,57,Aged 57 years,123
E02000003,Barking and Dagenham 002,58,Aged 58 years,97
E02000003,Barking and Dagenham 002,59,Aged 59 years,112
E02000003,Barking and Dagenham 002,60,Aged 60 years,137
E02000003,Barking and Dagenham 002,61,Aged 61 years,107
E02000003,Barking and Dagenham 002,62,Aged 62 years,116
E02000003,Barking and Dagenham 002,63,Aged 63 years,104
E02000003,Barking and Dagenham 002,64,Aged 64 years,83
E02000003,Barking and Dagenham 002,65,Aged 65 years,92
E02000003,Barking and Dagenham 002,66,Aged 66 years,79
E02000003,Barking and Dagenham 002,67,Aged 67 years,58
E02000003,Barking and Dagenham 002,68,Aged 68 years,64
E02000003,Barking and Dagenham 002,69,Aged 69 years,65
E02000003,Barking and Dagenham 002,70,Aged 70 years,67
E02000003,Barking and Dagenham 002,71,Aged 71 years,65
E02000003,Barking and Dagenham 002,72,Aged 72 years,55
E02000003,Barking and Dagenham 002,73,Aged 73 years,70
E02000003,Barking and Dagenham 002,74,Aged 74 years,56
E02000003,Barking and Dagenham 002,75,Aged 75 years,48
E02000003,Barking and Dagenham 002,76,Aged 76 years,54
E02000003,Barking and Dagenham 002,77,Aged 77 years,41
E02000003,Barking and Dagenham 002,78,Aged 78 years,52
E02000003,Barking and Dagenham 002,79,Aged 79 years,29
E02000003,Barking and Dagenham 002,80,Aged 80 years,65
E02000003,Barking and Dagenham 002,81,Aged 81 years,54
E02000003,Barking and Dagenham 002,82,Aged 82 years,30
E02000003,Barking and Dagenham 002,83,Aged 83 years,33
E02000003,Barking and Dagenham 002,84,Aged 84 years,34
E02000003,Barking and Dagenham 002,85,Aged 85 years,28
E02000003,Barking and Dagenham 002,86,Aged 86 years,25
E02000003,Barking and Dagenham 002,87,Aged 87 years,21
E02000003,Barking and Dagenham 002,88,Aged 88 years,15
E02000003,Barking and Dagenham 002,89,Aged 89 years,17
E02000003,Barking and Dagenham 002,90,Aged 90 years,13
E02000003,Barking and Dagenham 002,91,Aged 91 years,15
E02000003,Barking and Dagenham 002,92,Aged 92 years,9
E02000003,Barking and Dagenham 002,93,Aged 93 years,4
E02000003,Barking and Dagenham 002,94,Aged 94 years,5
E02000003,Barking and Dagenham 002,95,Aged 95 years,3
E02000003,Barking and Dagenham 002,96,Aged 96 years,6
E02000003,Barking and Dagenham 002,97,Aged 97 years,2
E02000003,Barking and Dagenham 002,98,Aged 98 years,0
E02000003,Barking and Dagenham 002,99,Aged 99 years,0
E02000003,Barking and Dagenham 002,100,Aged 100 years and over,2
E02000004,Barking and Dagenham 003,0,Aged under 1 year,65
E02000004,Barking and Dagenham 003,1,Aged 1 year,73
E02000004,Barking and Dagenham 003,2,Aged 2 years,80
E02000004,Barking and Dagenham 003,3,Aged 3 years,88
E02000004,Barking and Dagenham 003,4,Aged 4 years,88
E02000004,Barking and Dagenham 003,5,Aged 5 years,92
E02000004,Barking and Dagenham 003,6,Aged 6 years,84
E02000004,Barking and Dagenham 003,7,Aged 7 years,103
E02000004,Barking and Dagenham 003,8,Aged 8 years,70
E02000004,Barking and Dagenham 003,9,Aged 9 years,95
E02000004,Barking and Dagenham 003,10,Aged 10 years,82
E02000004,Barking and Dagenham 003,11,Aged 11 years,75
E02000004,Barking and Dagenham 003,12,Aged 12 years,68
E02000004,Barking and Dagenham 003,13,Aged 13 years,99
E02000004,Barking and Dagenham 003,14,Aged 14 years,79
E02000004,Barking and Dagenham 003,15,Aged 15 years,87
E02000004,Barking and Dagenham 003,16,Aged 16 years,97
E02000004,Barking and Dagenham 003,17,Aged 17 years,77
E02000004,Barking and Dagenham 003,18,Aged 18 years,68
E02000004,Barking and Dagenham 003,19,Aged 19 years,63
E02000004,Barking and Dagenham 003,20,Aged 20 years,67
E02000004,Barking and Dagenham 003,21,Aged 21 years,71
E02000004,Barking and Dagenham 003,22,Aged 22 years,87
E02000004,Barking and Dagenham 003,23,Aged 23 years,96
E02000004,Barking and Dagenham 003,24,Aged 24 years,102
E02000004,Barking and Dagenham 003,25,Aged 25 years,93
E02000004,Barking and Dagenham 003,26,Aged 26 years,110
E02000004,Barking and Dagenham 003,27,Aged 27 years,97
E02000004,Barking and Dagenham 003,28,Aged 28 years,101
E02000004,Barking and Dagenham 003,29,Aged 29 years,90
E02000004,Barking and Dagenham 003,30,Aged 30 years,113
E02000004,Barking and Dagenham 003,31,Aged 31 years,112
E02000004,Barking and Dagenham 003,32,Aged 32 years,96
E02000004,Barking and Dagenham 003,33,Aged 33 years,96
E02000004,Barking and Dagenham 003,34,Aged 34 years,98
E02000004,Barking and Dagenham 003,35,Aged 35 years,85
E02000004,Barking and Dagenham 003,36,Aged 36 years,112
E02000004,Barking and Dagenham 003,37,Aged 37 years,103
E02000004,Barking and Dagenham 003,38,Aged 38 years,90
E02000004,Barking and Dagenham 003,39,Aged 39 years,89
E02000004,Barking and Dagenham 003,40,Aged 40 years,94
E02000004,Barking and Dagenham 003,41,Aged 41 years,101
E02000004,Barking and Dagenham 003,42,Aged 42 years,86
E02000004,Barking and Dagenham 003,43,Aged 43 years,72
E02000004,Barking and Dagenham 003,44,Aged 44 years,81
E02000004,Barking and Dagenham 003,45,Aged 45 years,84
E02000004,Barking and Dagenham 003,46,Aged 46 years,80
E02000004,Barking and Dagenham 003,47,Aged 47 years,96
E02000004,Barking and Dagenham 003,48,Aged 48 years,74
E02000004,Barking and Dagenham 003,49,Aged 49 years,81
E02000004,Barking and Dagenham 003,50,Aged 50 years,85
E02000004,Barking and Dagenham 003,51,Aged 51 years,91
E02000004,Barking and Dagenham 003,52,Aged 52 years,99
E02000004,Barking and Dagenham 003,53,Aged 53 years,87
E02000004,Barking and Dagenham 003,54,Aged 54 years,93
E02000004,Barking and Dagenham 003,55,Aged 55 years,85
E02000004,Barking and Dagenham 003,56,Aged 56 years,87
E02000004,Barking and Dagenham 003,57,Aged 57 years,78
E02000004,Barking and Dagenham 003,58,Aged 58 years,77
E02000004,Barking and Dagenham 003,59,Aged 59 years,75
E02000004,Barking and Dagenham 003,60,Aged 60 years,94
E02000004,Barking and Dagenham 003,61,Aged 61 years,86
E02000004,Barking and Dagenham 003,62,Aged 62 years,75
E02000004,Barking and Dagenham 003,63,Aged 63 years,71
E02000004,Barking and Dagenham 003,64,Aged 64 years,68
E02000004,Barking and Dagenham 003,65,Aged 65 years,62
E02000004,Barking and Dagenham 003,66,Aged 66 years,54
E02000004,Barking and Dagenham 003,67,Aged 67 years,55
E02000004,Barking and Dagenham 003,68,Aged 68 years,45
E02000004,Barking and Dagenham 003,69,Aged 69 years,46
E02000004,Barking and Dagenham 003,70,Aged 70 years,36
E02000004,Barking and Dagenham 003,71,Aged 71 years,43
E02000004,Barking and Dagenham 003,72,Aged 72 years,51
E02000004,Barking and Dagenham 003,73,Aged 73 years,47
E02000004,Barking and Dagenham 003,74,Aged 74 years,53
E02000004,Barking and Dagenham 003,75,Aged 75 years,43
E02000004,Barking and Dagenham 003,76,Aged 76 years,25
E02000004,Barking and Dagenham 003,77,Aged 77 years,38
E02000004,Barking and Dagenham 003,78,Aged 78 years,44
E02000004,Barking and Dagenham 003,79,Aged 79 years,34
E02000004,Barking and Dagenham 003,80,Aged 80 years,38
E02000004,Barking and Dagenham 003,81,Aged 81 years,29
E02000004,Barking and Dagenham 003,82,Aged 82 years,29
E02000004,Barking and Dagenham 003,83,Aged 83 years,30
E02000004,Barking and Dagenham 003,84,Aged 84 years,25
E02000004,Barking and Dagenham 003,85,Aged 85 years,20
E02000004,Barking and Dagenham 003,86,Aged 86 years,20
E02000004,Barking and Dagenham 003,87,Aged 87 years,15
E02000004,Barking and Dagenham 003,88,Aged 88 years,24
E02000004,Barking and Dagenham 003,89,Aged 89 years,16
E02000004,Barking and Dagenham 003,90,Aged 90 years,13
E02000004,Barking and Dagenham 003,91,Aged 91 years,19
E02000004,Barking and Dagenham 003,92,Aged 92 years,10
E02000004,Barking and Dagenham 003,93,Aged 93 years,11
E02000004,Barking and Dagenham 003,94,Aged 94 years,1
E02000004,Barking and Dagenham 003,95,Aged 95 years,6
E02000004,Barking and Dagenham 003,96,Aged 96 years,5
E02000004,Barking and Dagenham 003,97,Aged 97 years,8
E02000004,Barking and Dagenham 003,98,Aged 98 years,1
E02000004,Barking and Dagenham 003,99,Aged 99 years,2
E02000004,Barking and Dagenham 003,100,Aged 100 years and over,2
E02000005,Barking and Dagenham 004,0,Aged under 1 year,162
E02000005,Barking and Dagenham 004,1,Aged 1 year,191
E02000005,Barking and Dagenham 004,2,Aged 2 years,208
E02000005,Barking and Dagenham 004,3,Aged 3 years,195
E02000005,Barking and Dagenham 004,4,Aged 4 years,220
E02000005,Barking and Dagenham 004,5,Aged 5 years,214
E02000005,Barking and Dagenham 004,6,Aged 6 years,195
E02000005,Barking and Dagenham 004,7,Aged 7 years,201
E02000005,Barking and Dagenham 004,8,Aged 8 years,181
E02000005,Barking and Dagenham 004,9,Aged 9 years,185
E02000005,Barking and Dagenham 004,10,Aged 10 years,185
E02000005,Barking and Dagenham 004,11,Aged 11 years,192
E02000005,Barking and Dagenham 004,12,Aged 12 years,200
E02000005,Barking and Dagenham 004,13,Aged 13 years,168
E02000005,Barking and Dagenham 004,14,Aged 14 years,237
E02000005,Barking and Dagenham 004,15,Aged 15 years,162
E02000005,Barking and Dagenham 004,16,Aged 16 years,161
E02000005,Barking and Dagenham 004,17,Aged 17 years,145
E02000005,Barking and Dagenham 004,18,Aged 18 years,141
E02000005,Barking and Dagenham 004,19,Aged 19 years,125
E02000005,Barking and Dagenham 004,20,Aged 20 years,116
E02000005,Barking and Dagenham 004,21,Aged 21 years,109
E02000005,Barking and Dagenham 004,22,Aged 22 years,133
E02000005,Barking and Dagenham 004,23,Aged 23 years,107
E02000005,Barking and Dagenham 004,24,Aged 24 years,156
E02000005,Barking and Dagenham 004,25,Aged 25 years,160
E02000005,Barking and Dagenham 004,26,Aged 26 years,129
E02000005,Barking and Dagenham 004,27,Aged 27 years,125
E02000005,Barking and Dagenham 004,28,Aged 28 years,129
E02000005,Barking and Dagenham 004,29,Aged 29 years,148
E02000005,Barking and Dagenham 004,30,Aged 30 years,128
E02000005,Barking and Dagenham 004,31,Aged 31 years,161
E02000005,Barking and Dagenham 004,32,Aged 32 years,170
E02000005,Barking and Dagenham 004,33,Aged 33 years,189
E02000005,Barking and Dagenham 004,34,Aged 34 years,214
E02000005,Barking and Dagenham 004,35,Aged 35 years,208
E02000005,Barking and Dagenham 004,36,Aged 36 years,216
E02000005,Barking and Dagenham 004,37,Aged 37 years,206
E02000005,Barking and Dagenham 004,38,Aged 38 years,209
E02000005,Barking and Dagenham 004,39,Aged 39 years,173
E02000005,Barking and Dagenham 004,40,Aged 40 years,229
E02000005,Barking and Dagenham 004,41,Aged 41 years,203
E02000005,Barking and Dagenham 004,42,Aged 42 years,173
E02000005,Barking and Dagenham 004,43,Aged 43 years,145
E02000005,Barking and Dagenham 004,44,Aged 44 years,189
E02000005,Barking and Dagenham 004,45,Aged 45 years,157
E02000005,Barking and Dagenham 004,46,Aged 46 years,163
E02000005,Barking and Dagenham 004,47,Aged 47 years,147
E02000005,Barking and Dagenham 004,48,Aged 48 years,135
E02000005,Barking and Dagenham 004,49,Aged 49 years,140
E02000005,Barking and Dagenham 004,50,Aged 50 years,141
E02000005,Barking and Dagenham 004,51,Aged 51 years,134
E02000005,Barking and Dagenham 004,52,Aged 52 years,143
E02000005,Barking and Dagenham 004,53,Aged 53 years,134
E02000005,Barking and Dagenham 004,54,Aged 54 years,132
E02000005,Barking and Dagenham 004,55,Aged 55 years,154
E02000005,Barking and Dagenham 004,56,Aged 56 years,120
E02000005,Barking and Dagenham 004,57,Aged 57 years,118
E02000005,Barking and Dagenham 004,58,Aged 58 years,118
E02000005,Barking and Dagenham 004,59,Aged 59 years,93
E02000005,Barking and Dagenham 004,60,Aged 60 years,91
E02000005,Barking and Dagenham 004,61,Aged 61 years,75
E02000005,Barking and Dagenham 004,62,Aged 62 years,84
E02000005,Barking and Dagenham 004,63,Aged 63 years,71
E02000005,Barking and Dagenham 004,64,Aged 64 years,57
E02000005,Barking and Dagenham 004,65,Aged 65 years,70
E02000005,Barking and Dagenham 004,66,Aged 66 years,66
E02000005,Barking and Dagenham 004,67,Aged 67 years,45
E02000005,Barking and Dagenham 004,68,Aged 68 years,51
E02000005,Barking and Dagenham 004,69,Aged 69 years,33
E02000005,Barking and Dagenham 004,70,Aged 70 years,45
E02000005,Barking and Dagenham 004,71,Aged 71 years,42
E02000005,Barking and Dagenham 004,72,Aged 72 years,39
E02000005,Barking and Dagenham 004,73,Aged 73 years,57
E02000005,Barking and Dagenham 004,74,Aged 74 years,44
E02000005,Barking and Dagenham 004,75,Aged 75 years,36
E02000005,Barking and Dagenham 004,76,Aged 76 years,40
E02000005,Barking and Dagenham 004,77,Aged 77 years,31
E02000005,Barking and Dagenham 004,78,Aged 78 years,24
E02000005,Barking and Dagenham 004,79,Aged 79 years,22
E02000005,Barking and Dagenham 004,80,Aged 80 years,27
E02000005,Barking and Dagenham 004,81,Aged 81 years,32
E02000005,Barking and Dagenham 004,82,Aged 82 years,21
E02000005,Barking and Dagenham 004,83,Aged 83 years,24
E02000005,Barking and Dagenham 004,84,Aged 84 years,30
E02000005,Barking and Dagenham 004,85,Aged 85 years,17
E02000005,Barking and Dagenham 004,86,Aged 86 years,20
E02000005,Barking and Dagenham 004,87,Aged 87 years,19
E02000005,Barking and Dagenham 004,88,Aged 88 years,10
E02000005,Barking and Dagenham 004,89,Aged 89 years,8
E02000005,Barking and Dagenham 004,90,Aged 90 years,6
E02000005,Barking and Dagenham 004,91,Aged 91 years,5
E02000005,Barking and Dagenham 004,92,Aged 92 years,7
E02000005,Barking and Dagenham 004,93,Aged 93 years,7
E02000005,Barking and Dagenham 004,94,Aged 94 years,1
E02000005,Barking and Dagenham 004,95,Aged 95 years,3
E02000005,Barking and Dagenham 004,96,Aged 96 years,4
